year,state,state_po,D_name,R_name,T_name,party_win,D_votes,R_votes,T_votes,overall_winner,overall_runner_up,winner_state,electoral_votes,winner_votes,loser_votes,votes_to_flip,total_electoral_votes,electoral_votes_to_win,D_electoral,R_electoral,T_electoral,totalvotes,votes_to_win
1928,WASHINGTON,WA,Al Smith,Herbert Hoover,,R,156772,335844,0,R,D,True,7,335844,156772,89537,531,266,87,444,0,492616,
1928,WEST VIRGINIA,WV,Al Smith,Herbert Hoover,,R,263784,375551,0,R,D,True,8,375551,263784,55884,531,266,87,444,0,639335,
1928,WISCONSIN,WI,Al Smith,Herbert Hoover,,R,450259,544205,0,R,D,True,13,544205,450259,46974,531,266,87,444,0,994464,
1928,WYOMING,WY,Al Smith,Herbert Hoover,,R,29299,52748,0,R,D,True,3,52748,29299,11725,531,266,87,444,0,82047,
1932,ALABAMA,AL,Franklin D. Roosevelt,Herbert Hoover,,D,207910,34675,0,D,R,True,11,207910,34675,86618,531,266,472,59,0,242585,
1932,ARIZONA,AZ,Franklin D. Roosevelt,Herbert Hoover,,D,79264,36104,0,D,R,True,3,79264,36104,21581,531,266,472,59,0,115368,
1932,ARKANSAS,AR,Franklin D. Roosevelt,Herbert Hoover,,D,189529,27465,0,D,R,True,9,189529,27465,81033,531,266,472,59,0,216994,
1932,CALIFORNIA,CA,Franklin D. Roosevelt,Herbert Hoover,,D,1324157,847902,0,D,R,True,22,1324157,847902,238128,531,266,472,59,0,2172059,
1932,COLORADO,CO,Franklin D. Roosevelt,Herbert Hoover,,D,250877,189617,0,D,R,True,6,250877,189617,30631,531,266,472,59,0,440494,
1932,CONNECTICUT,CT,Franklin D. Roosevelt,Herbert Hoover,,R,281632,288420,0,D,R,False,8,288420,288420,1,531,266,472,59,0,570052,
1932,DELAWARE,DE,Franklin D. Roosevelt,Herbert Hoover,,R,54319,57073,0,D,R,False,3,57073,57073,1,531,266,472,59,0,111392,
1932,FLORIDA,FL,Franklin D. Roosevelt,Herbert Hoover,,D,206307,69170,0,D,R,True,7,206307,69170,68569,531,266,472,59,0,275477,
1932,GEORGIA,GA,Franklin D. Roosevelt,Herbert Hoover,,D,234118,19863,0,D,R,True,12,234118,19863,107128,531,266,472,59,0,253981,
1932,IDAHO,ID,Franklin D. Roosevelt,Herbert Hoover,,D,109479,71417,0,D,R,True,4,109479,71417,19032,531,266,472,59,0,180896,
1932,ILLINOIS,IL,Franklin D. Roosevelt,Herbert Hoover,,D,1882304,1432756,0,D,R,True,29,1882304,1432756,224775,531,266,472,59,0,3315060,
1932,INDIANA,IN,Franklin D. Roosevelt,Herbert Hoover,,D,862054,677184,0,D,R,True,14,862054,677184,92436,531,266,472,59,0,1539238,
1932,IOWA,IA,Franklin D. Roosevelt,Herbert Hoover,,D,598019,414433,0,D,R,True,11,598019,414433,91794,531,266,472,59,0,1012452,
1932,KANSAS,KS,Franklin D. Roosevelt,Herbert Hoover,,D,424204,349498,0,D,R,True,9,424204,349498,37354,531,266,472,59,0,773702,
1932,KENTUCKY,KY,Franklin D. Roosevelt,Herbert Hoover,,D,580574,394716,0,D,R,True,11,580574,394716,92930,531,266,472,59,0,975290,
1932,LOUISIANA,LA,Franklin D. Roosevelt,Herbert Hoover,,D,249418,18853,0,D,R,True,10,249418,18853,115283,531,266,472,59,0,268271,
1932,MAINE,ME,Franklin D. Roosevelt,Herbert Hoover,,R,128907,166631,0,D,R,False,5,166631,166631,1,531,266,472,59,0,295538,
1932,MARYLAND,MD,Franklin D. Roosevelt,Herbert Hoover,,D,314314,184184,0,D,R,True,8,314314,184184,65066,531,266,472,59,0,498498,
1932,MASSACHUSETTS,MA,Franklin D. Roosevelt,Herbert Hoover,,D,800148,736959,0,D,R,True,17,800148,736959,31595,531,266,472,59,0,1537107,
1932,MICHIGAN,MI,Franklin D. Roosevelt,Herbert Hoover,,D,871700,739894,0,D,R,True,19,871700,739894,65904,531,266,472,59,0,1611594,
1932,MINNESOTA,MN,Franklin D. Roosevelt,Herbert Hoover,,D,600806,363959,0,D,R,True,11,600806,363959,118424,531,266,472,59,0,964765,
1932,MISSISSIPPI,MS,Franklin D. Roosevelt,Herbert Hoover,,D,140168,5180,0,D,R,True,9,140168,5180,67495,531,266,472,59,0,145348,
1932,MISSOURI,MO,Franklin D. Roosevelt,Herbert Hoover,,D,1025406,564713,0,D,R,True,15,1025406,564713,230347,531,266,472,59,0,1590119,
1932,MONTANA,MT,Franklin D. Roosevelt,Herbert Hoover,,D,127286,78078,0,D,R,True,4,127286,78078,24605,531,266,472,59,0,205364,
1932,NEBRASKA,NE,Franklin D. Roosevelt,Herbert Hoover,,D,359082,201177,0,D,R,True,7,359082,201177,78953,531,266,472,59,0,560259,
1932,NEVADA,NV,Franklin D. Roosevelt,Herbert Hoover,,D,28756,12674,0,D,R,True,3,28756,12674,8042,531,266,472,59,0,41430,
1932,NEW HAMPSHIRE,NH,Franklin D. Roosevelt,Herbert Hoover,,R,100680,103629,0,D,R,False,4,103629,103629,1,531,266,472,59,0,204309,
1932,NEW JERSEY,NJ,Franklin D. Roosevelt,Herbert Hoover,,D,806630,775684,0,D,R,True,16,806630,775684,15474,531,266,472,59,0,1582314,
1932,NEW MEXICO,NM,Franklin D. Roosevelt,Herbert Hoover,,D,95089,54217,0,D,R,True,3,95089,54217,20437,531,266,472,59,0,149306,
1932,NEW YORK,NY,Franklin D. Roosevelt,Herbert Hoover,,D,2534959,1937963,0,D,R,True,47,2534959,1937963,298499,531,266,472,59,0,4472922,
1932,NORTH CAROLINA,NC,Franklin D. Roosevelt,Herbert Hoover,,D,497566,208344,0,D,R,True,13,497566,208344,144612,531,266,472,59,0,705910,
1932,NORTH DAKOTA,ND,Franklin D. Roosevelt,Herbert Hoover,,D,178350,71772,0,D,R,True,4,178350,71772,53290,531,266,472,59,0,250122,
1932,OHIO,OH,Franklin D. Roosevelt,Herbert Hoover,,D,1301695,1227319,0,D,R,True,26,1301695,1227319,37189,531,266,472,59,0,2529014,
1932,OKLAHOMA,OK,Franklin D. Roosevelt,Herbert Hoover,,D,516468,188165,0,D,R,True,11,516468,188165,164152,531,266,472,59,0,704633,
1932,OREGON,OR,Franklin D. Roosevelt,Herbert Hoover,,D,213871,136019,0,D,R,True,5,213871,136019,38927,531,266,472,59,0,349890,
1932,PENNSYLVANIA,PA,Franklin D. Roosevelt,Herbert Hoover,,R,1295948,1453540,0,D,R,False,36,1453540,1453540,1,531,266,472,59,0,2749488,
1932,RHODE ISLAND,RI,Franklin D. Roosevelt,Herbert Hoover,,D,146604,115266,0,D,R,True,4,146604,115266,15670,531,266,472,59,0,261870,
1932,SOUTH CAROLINA,SC,Franklin D. Roosevelt,Herbert Hoover,,D,102347,1978,0,D,R,True,8,102347,1978,50185,531,266,472,59,0,104325,
1932,SOUTH DAKOTA,SD,Franklin D. Roosevelt,Herbert Hoover,,D,183515,99212,0,D,R,True,4,183515,99212,42152,531,266,472,59,0,282727,
1932,TENNESSEE,TN,Franklin D. Roosevelt,Herbert Hoover,,D,259473,126752,0,D,R,True,11,259473,126752,66361,531,266,472,59,0,386225,
1932,TEXAS,TX,Franklin D. Roosevelt,Herbert Hoover,,D,760348,97959,0,D,R,True,23,760348,97959,331195,531,266,472,59,0,858307,
1932,UTAH,UT,Franklin D. Roosevelt,Herbert Hoover,,D,116750,84795,0,D,R,True,4,116750,84795,15978,531,266,472,59,0,201545,
1932,VERMONT,VT,Franklin D. Roosevelt,Herbert Hoover,,R,56266,78984,0,D,R,False,3,78984,78984,1,531,266,472,59,0,135250,
1932,VIRGINIA,VA,Franklin D. Roosevelt,Herbert Hoover,,D,203979,89637,0,D,R,True,11,203979,89637,57172,531,266,472,59,0,293616,
1932,WASHINGTON,WA,Franklin D. Roosevelt,Herbert Hoover,,D,353260,208645,0,D,R,True,8,353260,208645,72308,531,266,472,59,0,561905,
1932,WEST VIRGINIA,WV,Franklin D. Roosevelt,Herbert Hoover,,D,405124,330731,0,D,R,True,8,405124,330731,37197,531,266,472,59,0,735855,
1932,WISCONSIN,WI,Franklin D. Roosevelt,Herbert Hoover,,D,707410,347741,0,D,R,True,12,707410,347741,179835,531,266,472,59,0,1055151,
1932,WYOMING,WY,Franklin D. Roosevelt,Herbert Hoover,,D,54370,39583,0,D,R,True,3,54370,39583,7394,531,266,472,59,0,93953,
1936,ALABAMA,AL,Franklin D. Roosevelt,Alf Landon,,D,238196,35358,0,D,R,True,11,238196,35358,101420,531,266,523,8,0,273554,
1936,ARIZONA,AZ,Franklin D. Roosevelt,Alf Landon,,D,86722,33433,0,D,R,True,3,86722,33433,26645,531,266,523,8,0,120155,
1936,ARKANSAS,AR,Franklin D. Roosevelt,Alf Landon,,D,146765,32039,0,D,R,True,9,146765,32039,57364,531,266,523,8,0,178804,
1936,CALIFORNIA,CA,Franklin D. Roosevelt,Alf Landon,,D,1766836,836431,0,D,R,True,22,1766836,836431,465203,531,266,523,8,0,2603267,
1936,COLORADO,CO,Franklin D. Roosevelt,Alf Landon,,D,295021,181267,0,D,R,True,6,295021,181267,56878,531,266,523,8,0,476288,
1936,CONNECTICUT,CT,Franklin D. Roosevelt,Alf Landon,,D,382129,278685,0,D,R,True,8,382129,278685,51723,531,266,523,8,0,660814,
1936,DELAWARE,DE,Franklin D. Roosevelt,Alf Landon,,D,69702,57236,0,D,R,True,3,69702,57236,6234,531,266,523,8,0,126938,
1936,FLORIDA,FL,Franklin D. Roosevelt,Alf Landon,,D,249117,78248,0,D,R,True,7,249117,78248,85435,531,266,523,8,0,327365,
1936,GEORGIA,GA,Franklin Roosevelt,Alf Landon,,D,255364,36942,0,D,R,True,12,255364,36942,109212,531,266,523,8,0,292306,
1936,IDAHO,ID,Franklin D. Roosevelt,Alf Landon,,D,125683,66256,0,D,R,True,4,125683,66256,29714,531,266,523,8,0,191939,
1936,ILLINOIS,IL,Franklin D. Roosevelt,Alf Landon,,D,2282999,1570393,0,D,R,True,29,2282999,1570393,356304,531,266,523,8,0,3853392,
1936,INDIANA,IN,Franklin D. Roosevelt,Alf Landon,,D,934974,691570,0,D,R,True,14,934974,691570,121703,531,266,523,8,0,1626544,
1936,IOWA,IA,Franklin D. Roosevelt,Alf Landon,,D,621756,487977,0,D,R,True,11,621756,487977,66890,531,266,523,8,0,1109733,
1936,KANSAS,KS,Franklin D. Roosevelt,Alf Landon,,D,464520,397727,0,D,R,True,9,464520,397727,33397,531,266,523,8,0,862247,
1936,KENTUCKY,KY,Franklin D. Roosevelt,Alf Landon,,D,541944,369702,0,D,R,True,11,541944,369702,86122,531,266,523,8,0,911646,
1936,LOUISIANA,LA,Franklin D. Roosevelt,Alf Landon,,D,292894,36791,0,D,R,True,10,292894,36791,128052,531,266,523,8,0,329685,
1936,MAINE,ME,Franklin D. Roosevelt,Alf Landon,,R,126333,168823,0,D,R,False,5,168823,168823,1,531,266,523,8,0,295156,
1936,MARYLAND,MD,Franklin D. Roosevelt,Alf Landon,,D,389612,231435,0,D,R,True,8,389612,231435,79089,531,266,523,8,0,621047,
1936,MASSACHUSETTS,MA,Franklin D. Roosevelt,Alf Landon,,D,942716,768613,118639,D,R,True,17,942716,768613,87052,531,266,523,8,0,1829968,
1936,MICHIGAN,MI,Franklin D. Roosevelt,Alf Landon,,D,1016794,699733,0,D,R,True,19,1016794,699733,158531,531,266,523,8,0,1716527,
1936,MINNESOTA,MN,Franklin D. Roosevelt,Alf Landon,,D,698811,350461,74296,D,R,True,11,698811,350461,174176,531,266,523,8,0,1123568,
1936,MISSISSIPPI,MS,Franklin D. Roosevelt,Alf Landon,,D,157333,4467,0,D,R,True,9,157333,4467,76434,531,266,523,8,0,161800,
1936,MISSOURI,MO,Franklin D. Roosevelt,Alf Landon,,D,1111043,697891,0,D,R,True,15,1111043,697891,206577,531,266,523,8,0,1808934,
1936,MONTANA,MT,Franklin D. Roosevelt,Alf Landon,,D,159690,63598,0,D,R,True,4,159690,63598,48047,531,266,523,8,0,223288,
1936,NEBRASKA,NE,Franklin D. Roosevelt,Alf Landon,,D,347445,247731,0,D,R,True,7,347445,247731,49858,531,266,523,8,0,595176,
1936,NEVADA,NV,Franklin D. Roosevelt,Alf Landon,,D,31925,11923,0,D,R,True,3,31925,11923,10002,531,266,523,8,0,43848,
1936,NEW HAMPSHIRE,NH,Franklin D. Roosevelt,Alf Landon,,D,108460,104642,0,D,R,True,4,108460,104642,1910,531,266,523,8,0,213102,
1936,NEW JERSEY,NJ,Franklin D. Roosevelt,Alf Landon,,D,1083850,720322,0,D,R,True,16,1083850,720322,181765,531,266,523,8,0,1804172,
1936,NEW MEXICO,NM,Franklin D. Roosevelt,Alf Landon,,D,106037,61727,0,D,R,True,3,106037,61727,22156,531,266,523,8,0,167764,
1936,NEW YORK,NY,Franklin D. Roosevelt,Alf Landon,,D,3293222,2180670,0,D,R,True,47,3293222,2180670,556277,531,266,523,8,0,5473892,
1936,NORTH CAROLINA,NC,Franklin D. Roosevelt,Alf Landon,,D,616141,223283,0,D,R,True,13,616141,223283,196430,531,266,523,8,0,839424,
1936,NORTH DAKOTA,ND,Franklin D. Roosevelt,Alf Landon,,D,163148,72751,36708,D,R,True,4,163148,72751,45199,531,266,523,8,0,272607,
1936,OHIO,OH,Franklin D. Roosevelt,Alf Landon,,D,1747140,1127855,0,D,R,True,26,1747140,1127855,309643,531,266,523,8,0,2874995,
1936,OKLAHOMA,OK,Franklin D. Roosevelt,Alf Landon,,D,501069,245122,0,D,R,True,11,501069,245122,127974,531,266,523,8,0,746191,
1936,OREGON,OR,Franklin D. Roosevelt,Alf Landon,,D,266733,122706,21831,D,R,True,5,266733,122706,72014,531,266,523,8,0,411270,
1936,PENNSYLVANIA,PA,Franklin D. Roosevelt,Alf Landon,,D,2353987,1690200,0,D,R,True,36,2353987,1690200,331894,531,266,523,8,0,4044187,
1936,RHODE ISLAND,RI,Franklin D. Roosevelt,Alf Landon,,D,165238,125031,19569,D,R,True,4,165238,125031,20104,531,266,523,8,0,309838,
1936,SOUTH CAROLINA,SC,Franklin D. Roosevelt,Alf Landon,,D,113791,1646,0,D,R,True,8,113791,1646,56073,531,266,523,8,0,115437,
1936,SOUTH DAKOTA,SD,Franklin D. Roosevelt,Alf Landon,,D,160137,125977,0,D,R,True,4,160137,125977,17081,531,266,523,8,0,286114,
1936,TENNESSEE,TN,Franklin D. Roosevelt,Alf Landon,,D,327083,146520,0,D,R,True,11,327083,146520,90282,531,266,523,8,0,473603,
1936,TEXAS,TX,Franklin D. Roosevelt,Alf Landon,,D,739952,104661,0,D,R,True,23,739952,104661,317646,531,266,523,8,0,844613,
1936,UTAH,UT,Franklin D. Roosevelt,Alf Landon,,D,150246,64555,0,D,R,True,4,150246,64555,42846,531,266,523,8,0,214801,
1936,VERMONT,VT,Franklin D. Roosevelt,Alf Landon,,R,62124,81023,0,D,R,False,3,81023,81023,1,531,266,523,8,0,143147,
1936,VIRGINIA,VA,Franklin D. Roosevelt,Alf Landon,,D,234980,98336,0,D,R,True,11,234980,98336,68323,531,266,523,8,0,333316,
1936,WASHINGTON,WA,Franklin D. Roosevelt,Alf Landon,,D,459579,206892,0,D,R,True,8,459579,206892,126344,531,266,523,8,0,666471,
1936,WEST VIRGINIA,WV,Franklin D. Roosevelt,Alf Landon,,D,502582,325358,0,D,R,True,8,502582,325358,88613,531,266,523,8,0,827940,
1936,WISCONSIN,WI,Franklin D. Roosevelt,Alf Landon,,D,802984,380828,0,D,R,True,12,802984,380828,211079,531,266,523,8,0,1183812,
1936,WYOMING,WY,Franklin D. Roosevelt,Alf Landon,,D,62624,38739,0,D,R,True,3,62624,38739,11943,531,266,523,8,0,101363,
1940,ALABAMA,AL,Franklin D. Roosevelt,Wendell Willkie,,D,250726,42184,0,D,R,True,11,250726,42184,104272,531,266,449,82,0,292910,
1940,ARIZONA,AZ,Franklin D. Roosevelt,Wendell Willkie,,D,95267,54030,0,D,R,True,3,95267,54030,20619,531,266,449,82,0,149297,
1940,ARKANSAS,AR,Franklin D. Roosevelt,Wendell Willkie,,D,157213,42122,0,D,R,True,9,157213,42122,57546,531,266,449,82,0,199335,
1940,CALIFORNIA,CA,Franklin D. Roosevelt,Wendell Willkie,,D,1877618,1351419,0,D,R,True,22,1877618,1351419,263100,531,266,449,82,0,3229037,
1940,COLORADO,CO,Franklin D. Roosevelt,Wendell Willkie,,R,265554,279576,0,D,R,False,6,279576,279576,1,531,266,449,82,0,545130,
1940,CONNECTICUT,CT,Franklin D. Roosevelt,Wendell Willkie,,D,417621,361819,0,D,R,True,8,417621,361819,27902,531,266,449,82,0,779440,
1940,DELAWARE,DE,Franklin D. Roosevelt,Wendell Willkie,,D,74599,61440,0,D,R,True,3,74599,61440,6580,531,266,449,82,0,136039,
1940,FLORIDA,FL,Franklin D. Roosevelt,Wendell Willkie,,D,359334,126158,0,D,R,True,7,359334,126158,116589,531,266,449,82,0,485492,
1940,GEORGIA,GA,Franklin Roosevelt,Wendell Willkie,,D,265194,46360,0,D,R,True,12,265194,46360,109418,531,266,449,82,0,311554,
1940,IDAHO,ID,Franklin D. Roosevelt,Wendell Willkie,,D,127842,106553,0,D,R,True,4,127842,106553,10645,531,266,449,82,0,234395,
1940,ILLINOIS,IL,Franklin D. Roosevelt,Wendell Willkie,,D,2149934,2047240,0,D,R,True,29,2149934,2047240,51348,531,266,449,82,0,4197174,
1940,INDIANA,IN,Franklin D. Roosevelt,Wendell Willkie,,R,874063,899466,0,D,R,False,14,899466,899466,1,531,266,449,82,0,1773529,
1940,IOWA,IA,Franklin D. Roosevelt,Wendell Willkie,,R,578800,632370,0,D,R,False,11,632370,632370,1,531,266,449,82,0,1211170,
1940,KANSAS,KS,Franklin D. Roosevelt,Wendell Willkie,,R,364725,489169,0,D,R,False,9,489169,489169,1,531,266,449,82,0,853894,
1940,KENTUCKY,KY,Franklin D. Roosevelt,Wendell Willkie,,D,557332,410384,0,D,R,True,11,557332,410384,73475,531,266,449,82,0,967716,
1940,LOUISIANA,LA,Franklin D. Roosevelt,Wendell Willkie,,D,319751,52446,0,D,R,True,10,319751,52446,133653,531,266,449,82,0,372197,
1940,MAINE,ME,Franklin D. Roosevelt,Wendell Willkie,,R,156478,163951,0,D,R,False,5,163951,163951,1,531,266,449,82,0,320429,
1940,MARYLAND,MD,Franklin D. Roosevelt,Wendell Willkie,,D,384546,269534,0,D,R,True,8,384546,269534,57507,531,266,449,82,0,654080,
1940,MASSACHUSETTS,MA,Franklin D. Roosevelt,Wendell Willkie,,D,1076522,939700,0,D,R,True,17,1076522,939700,68412,531,266,449,82,0,2016222,
1940,MICHIGAN,MI,Franklin D. Roosevelt,Wendell Willkie,,R,1032991,1039917,0,D,R,False,19,1039917,1039917,1,531,266,449,82,0,2072908,
1940,MINNESOTA,MN,Franklin D. Roosevelt,Wendell Willkie,,D,644196,596274,0,D,R,True,11,644196,596274,23962,531,266,449,82,0,1240470,
1940,MISSISSIPPI,MS,Franklin D. Roosevelt,Wendell Willkie,,D,168267,7364,0,D,R,True,9,168267,7364,80452,531,266,449,82,0,175631,
1940,MISSOURI,MO,Franklin D. Roosevelt,Wendell Willkie,,D,958476,871009,0,D,R,True,15,958476,871009,43734,531,266,449,82,0,1829485,
1940,MONTANA,MT,Franklin D. Roosevelt,Wendell Willkie,,D,145698,99579,0,D,R,True,4,145698,99579,23060,531,266,449,82,0,245277,
1940,NEBRASKA,NE,Franklin D. Roosevelt,Wendell Willkie,,R,263677,352201,0,D,R,False,7,352201,352201,1,531,266,449,82,0,615878,
1940,NEVADA,NV,Franklin D. Roosevelt,Wendell Willkie,,D,31945,21229,0,D,R,True,3,31945,21229,5359,531,266,449,82,0,53174,
1940,NEW HAMPSHIRE,NH,Franklin D. Roosevelt,Wendell Willkie,,D,125292,110127,0,D,R,True,4,125292,110127,7583,531,266,449,82,0,235419,
1940,NEW JERSEY,NJ,Franklin D. Roosevelt,Wendell Willkie,,D,1016808,945475,0,D,R,True,16,1016808,945475,35667,531,266,449,82,0,1962283,
1940,NEW MEXICO,NM,Franklin D. Roosevelt,Wendell Willkie,,D,103699,79315,0,D,R,True,3,103699,79315,12193,531,266,449,82,0,183014,
1940,NEW YORK,NY,Franklin D. Roosevelt,Wendell Willkie,,D,3251918,3027478,0,D,R,True,47,3251918,3027478,112221,531,266,449,82,0,6279396,
1940,NORTH CAROLINA,NC,Franklin D. Roosevelt,Wendell Willkie,,D,609015,213633,0,D,R,True,13,609015,213633,197692,531,266,449,82,0,822648,
1940,NORTH DAKOTA,ND,Franklin D. Roosevelt,Wendell Willkie,,R,124036,154590,0,D,R,False,4,154590,154590,1,531,266,449,82,0,278626,
1940,OHIO,OH,Franklin D. Roosevelt,Wendell Willkie,,D,1733139,1586773,0,D,R,True,26,1733139,1586773,73184,531,266,449,82,0,3319912,
1940,OKLAHOMA,OK,Franklin D. Roosevelt,Wendell Willkie,,D,474313,348872,0,D,R,True,11,474313,348872,62721,531,266,449,82,0,823185,
1940,OREGON,OR,Franklin D. Roosevelt,Wendell Willkie,,D,258415,219555,0,D,R,True,5,258415,219555,19431,531,266,449,82,0,477970,
1940,PENNSYLVANIA,PA,Franklin D. Roosevelt,Wendell Willkie,,D,2171035,1889848,0,D,R,True,36,2171035,1889848,140594,531,266,449,82,0,4060883,
1940,RHODE ISLAND,RI,Franklin D. Roosevelt,Wendell Willkie,,D,182182,138653,0,D,R,True,4,182182,138653,21765,531,266,449,82,0,320835,
1940,SOUTH CAROLINA,SC,Franklin D. Roosevelt,Wendell Willkie,,D,95470,4360,0,D,R,True,8,95470,4360,45556,531,266,449,82,0,99830,
1940,SOUTH DAKOTA,SD,Franklin D. Roosevelt,Wendell Willkie,,R,131362,177065,0,D,R,False,4,177065,177065,1,531,266,449,82,0,308427,
1940,TENNESSEE,TN,Franklin D. Roosevelt,Wendell Willkie,,D,351601,169153,0,D,R,True,11,351601,169153,91225,531,266,449,82,0,520754,
1940,TEXAS,TX,Franklin D. Roosevelt,Wendell Willkie,,D,909974,212692,0,D,R,True,23,909974,212692,348642,531,266,449,82,0,1122666,
1940,UTAH,UT,Franklin D. Roosevelt,Wendell Willkie,,D,154277,93151,0,D,R,True,4,154277,93151,30564,531,266,449,82,0,247428,
1940,VERMONT,VT,Franklin D. Roosevelt,Wendell Willkie,,R,64269,78371,0,D,R,False,3,78371,78371,1,531,266,449,82,0,142640,
1940,VIRGINIA,VA,Franklin D. Roosevelt,Wendell Willkie,,D,235961,109363,0,D,R,True,11,235961,109363,63300,531,266,449,82,0,345324,
1940,WASHINGTON,WA,Franklin D. Roosevelt,Wendell Willkie,,D,462145,322123,0,D,R,True,8,462145,322123,70012,531,266,449,82,0,784268,
1940,WEST VIRGINIA,WV,Franklin D. Roosevelt,Wendell Willkie,,D,495662,372414,0,D,R,True,8,495662,372414,61625,531,266,449,82,0,868076,
1940,WISCONSIN,WI,Franklin D. Roosevelt,Wendell Willkie,,D,704821,679206,0,D,R,True,12,704821,679206,12808,531,266,449,82,0,1384027,
1940,WYOMING,WY,Franklin D. Roosevelt,Wendell Willkie,,D,59287,52633,0,D,R,True,3,59287,52633,3328,531,266,449,82,0,111920,
1944,ALABAMA,AL,Franklin D. Roosevelt,Thomas E. Dewey,,D,198918,44540,0,D,R,True,11,198918,44540,77190,531,266,421,99,11,243458,
1944,ARIZONA,AZ,Franklin D. Roosevelt,Thomas E. Dewey,,D,80926,56287,0,D,R,True,4,80926,56287,12320,531,266,421,99,11,137213,
1944,ARKANSAS,AR,Franklin D. Roosevelt,Thomas E. Dewey,,D,148965,63551,0,D,R,True,9,148965,63551,42708,531,266,421,99,11,212516,
1944,CALIFORNIA,CA,Franklin D. Roosevelt,Thomas E. Dewey,,D,1988564,1512965,0,D,R,True,25,1988564,1512965,237800,531,266,421,99,11,3501529,
1944,COLORADO,CO,Franklin D. Roosevelt,Thomas E. Dewey,,R,234331,268731,0,D,R,False,6,268731,268731,1,531,266,421,99,11,503062,
1944,CONNECTICUT,CT,Franklin D. Roosevelt,Thomas E. Dewey,,D,435146,390527,0,D,R,True,8,435146,390527,22310,531,266,421,99,11,825673,
1944,DELAWARE,DE,Franklin D. Roosevelt,Thomas E. Dewey,,D,68166,56747,0,D,R,True,3,68166,56747,5710,531,266,421,99,11,124913,
1944,FLORIDA,FL,Franklin D. Roosevelt,Thomas E. Dewey,,D,339377,143215,0,D,R,True,8,339377,143215,98082,531,266,421,99,11,482592,
1944,GEORGIA,GA,Franklin D. Roosevelt,Thomas E. Dewey,,D,268187,59880,0,D,R,True,12,268187,59880,104154,531,266,421,99,11,328067,
1944,IDAHO,ID,Franklin D. Roosevelt,Thomas E. Dewey,,D,107399,100137,0,D,R,True,4,107399,100137,3632,531,266,421,99,11,207536,
1944,ILLINOIS,IL,Franklin D. Roosevelt,Thomas E. Dewey,,D,2079479,1939314,0,D,R,True,28,2079479,1939314,70083,531,266,421,99,11,4018793,
1944,INDIANA,IN,Franklin D. Roosevelt,Thomas E. Dewey,,R,781403,875891,0,D,R,False,13,875891,875891,1,531,266,421,99,11,1657294,
1944,IOWA,IA,Franklin D. Roosevelt,Thomas E. Dewey,,R,499876,547267,0,D,R,False,10,547267,547267,1,531,266,421,99,11,1047143,
1944,KANSAS,KS,Franklin D. Roosevelt,Thomas E. Dewey,,R,287458,442096,0,D,R,False,8,442096,442096,1,531,266,421,99,11,729554,
1944,KENTUCKY,KY,Franklin D. Roosevelt,Thomas E. Dewey,,D,472589,392448,0,D,R,True,11,472589,392448,40071,531,266,421,99,11,865037,
1944,LOUISIANA,LA,Franklin D. Roosevelt,Thomas E. Dewey,,D,281564,67750,0,D,R,True,10,281564,67750,106908,531,266,421,99,11,349314,
1944,MAINE,ME,Franklin D. Roosevelt,Thomas E. Dewey,,R,140631,155434,0,D,R,False,5,155434,155434,1,531,266,421,99,11,296065,
1944,MARYLAND,MD,Franklin D. Roosevelt,Thomas E. Dewey,,D,315490,292949,0,D,R,True,8,315490,292949,11271,531,266,421,99,11,608439,
1944,MASSACHUSETTS,MA,Franklin D. Roosevelt,Thomas E. Dewey,,D,1035296,921350,0,D,R,True,16,1035296,921350,56974,531,266,421,99,11,1956646,
1944,MICHIGAN,MI,Franklin D. Roosevelt,Thomas E. Dewey,,D,1106899,1084423,0,D,R,True,19,1106899,1084423,11239,531,266,421,99,11,2191322,
1944,MINNESOTA,MN,Franklin D. Roosevelt,Thomas E. Dewey,,T,0,527416,589864,D,R,False,11,589864,527416,31225,531,266,421,99,11,1117280,
1944,MISSISSIPPI,MS,Franklin D. Roosevelt,Thomas E. Dewey,,D,168479,11601,0,D,R,True,9,168479,11601,78440,531,266,421,99,11,180080,
1944,MISSOURI,MO,Franklin D. Roosevelt,Thomas E. Dewey,,D,807804,761524,0,D,R,True,15,807804,761524,23141,531,266,421,99,11,1569328,
1944,MONTANA,MT,Franklin D. Roosevelt,Thomas E. Dewey,,D,112556,93163,0,D,R,True,4,112556,93163,9697,531,266,421,99,11,205719,
1944,NEBRASKA,NE,Franklin D. Roosevelt,Thomas E. Dewey,,R,233246,329880,0,D,R,False,6,329880,329880,1,531,266,421,99,11,563126,
1944,NEVADA,NV,Franklin D. Roosevelt,Thomas E. Dewey,,D,29623,24611,0,D,R,True,3,29623,24611,2507,531,266,421,99,11,54234,
1944,NEW HAMPSHIRE,NH,Franklin D. Roosevelt,Thomas E. Dewey,,D,119663,109916,0,D,R,True,4,119663,109916,4874,531,266,421,99,11,229579,
1944,NEW JERSEY,NJ,Franklin D. Roosevelt,Thomas E. Dewey,,D,987874,961335,0,D,R,True,16,987874,961335,13270,531,266,421,99,11,1949209,
1944,NEW MEXICO,NM,Franklin D. Roosevelt,Thomas E. Dewey,,D,81389,70688,0,D,R,True,4,81389,70688,5351,531,266,421,99,11,152077,
