year,state,state_po,D_name,R_name,T_name,party_win,D_votes,R_votes,T_votes,overall_winner,overall_runner_up,winner_state,electoral_votes,winner_votes,loser_votes,votes_to_flip,total_electoral_votes,electoral_votes_to_win,D_electoral,R_electoral,T_electoral,totalvotes,votes_to_win
1964,MONTANA,MT,Lyndon B. Johnson,Barry Goldwater,,D,164246,113032,0,D,R,True,4,164246,113032,25608,538,270,472,52,14,277278,
1964,NEBRASKA,NE,Lyndon B. Johnson,Barry Goldwater,,D,307307,276847,0,D,R,True,5,307307,276847,15231,538,270,472,52,14,584154,
1964,NEVADA,NV,Lyndon B. Johnson,Barry Goldwater,,D,79339,56094,0,D,R,True,3,79339,56094,11623,538,270,472,52,14,135433,
1964,NEW HAMPSHIRE,NH,Lyndon B. Johnson,Barry Goldwater,,D,184064,104029,0,D,R,True,4,184064,104029,40018,538,270,472,52,14,288093,
1964,NEW JERSEY,NJ,Lyndon B. Johnson,Barry Goldwater,,D,1867671,963843,0,D,R,True,17,1867671,963843,451915,538,270,472,52,14,2831514,
1964,NEW MEXICO,NM,Lyndon B. Johnson,Barry Goldwater,,D,194017,131838,0,D,R,True,4,194017,131838,31090,538,270,472,52,14,325855,
1964,NEW YORK,NY,Lyndon B. Johnson,Barry Goldwater,,D,4913156,2243559,0,D,R,True,43,4913156,2243559,1334799,538,270,472,52,14,7156715,
1964,NORTH CAROLINA,NC,Lyndon B. Johnson,Barry Goldwater,,D,800139,624844,0,D,R,True,13,800139,624844,87648,538,270,472,52,14,1424983,
1964,NORTH DAKOTA,ND,Lyndon B. Johnson,Barry Goldwater,,T,0,108207,149784,D,R,False,4,149784,108207,20789,538,270,472,52,14,257991,
1964,OHIO,OH,Lyndon B. Johnson,Barry Goldwater,,D,2498331,1470865,0,D,R,True,26,2498331,1470865,513734,538,270,472,52,14,3969196,
1964,OKLAHOMA,OK,Lyndon B. Johnson,Barry Goldwater,,D,519834,412665,0,D,R,True,8,519834,412665,53585,538,270,472,52,14,932499,
1964,OREGON,OR,Lyndon B. Johnson,Barry Goldwater,,D,501017,282779,0,D,R,True,6,501017,282779,109120,538,270,472,52,14,783796,
1964,PENNSYLVANIA,PA,Lyndon B. Johnson,Barry Goldwater,,D,3130954,1673657,0,D,R,True,29,3130954,1673657,728649,538,270,472,52,14,4804611,
1964,RHODE ISLAND,RI,Lyndon B. Johnson,Barry Goldwater,,D,315463,74615,0,D,R,True,4,315463,74615,120425,538,270,472,52,14,390078,
1964,SOUTH CAROLINA,SC,Lyndon B. Johnson,Barry Goldwater,,R,215700,309048,0,D,R,False,8,309048,309048,1,538,270,472,52,14,524748,
1964,SOUTH DAKOTA,SD,Lyndon B. Johnson,Barry Goldwater,,D,163010,130108,0,D,R,True,4,163010,130108,16452,538,270,472,52,14,293118,
1964,TENNESSEE,TN,Lyndon B. Johnson,Barry Goldwater,,D,634947,508965,0,D,R,True,11,634947,508965,62992,538,270,472,52,14,1143912,
1964,TEXAS,TX,Lyndon B. Johnson,Barry Goldwater,,D,1663185,958566,0,D,R,True,25,1663185,958566,352310,538,270,472,52,14,2621751,
1964,UTAH,UT,Lyndon B. Johnson,Barry Goldwater,,D,219628,180682,0,D,R,True,4,219628,180682,19474,538,270,472,52,14,400310,
1964,VERMONT,VT,Lyndon B. Johnson,Barry Goldwater,,D,108127,54942,0,D,R,True,3,108127,54942,26593,538,270,472,52,14,163069,
1964,VIRGINIA,VA,Lyndon B. Johnson,Barry Goldwater,,D,558038,481334,0,D,R,True,12,558038,481334,38353,538,270,472,52,14,1039372,
1964,WASHINGTON,WA,Lyndon B. Johnson,Barry Goldwater,,D,779881,470366,0,D,R,True,9,779881,470366,154758,538,270,472,52,14,1250247,
1964,WEST VIRGINIA,WV,Lyndon B. Johnson,Barry Goldwater,,D,538087,253953,0,D,R,True,7,538087,253953,142068,538,270,472,52,14,792040,
1964,WISCONSIN,WI,Lyndon B. Johnson,Barry Goldwater,,D,1050424,638495,0,D,R,True,12,1050424,638495,205965,538,270,472,52,14,1688919,
1964,WYOMING,WY,Lyndon B. Johnson,Barry Goldwater,,D,80718,61998,0,D,R,True,3,80718,61998,9361,538,270,472,52,14,142716,
1964,D.C.,DC,Lyndon B. Johnson,Barry Goldwater,,D,169796,28801,0,D,R,True,3,169796,28801,70498,538,270,472,52,14,198597,
1968,ALABAMA,AL,Hubert Humphrey,Richard Nixon,George Wallace,T,196579,146923,691425,R,D,False,10,691425,196579,247424,538,270,181,302,55,1034927,
1968,ALASKA,AK,Hubert Humphrey,Richard Nixon,George Wallace,R,35411,37600,10024,R,D,True,3,37600,35411,1095,538,270,181,302,55,83035,
1968,ARIZONA,AZ,Hubert Humphrey,Richard Nixon,George Wallace,R,170514,266721,46573,R,D,True,5,266721,170514,48104,538,270,181,302,55,483808,
1968,ARKANSAS,AR,Hubert Humphrey,Richard Nixon,George Wallace,T,188228,190759,240982,R,D,False,6,240982,188228,26378,538,270,181,302,55,619969,
1968,CALIFORNIA,CA,Hubert Humphrey,Richard Nixon,George Wallace,R,3244318,3467664,487270,R,D,True,40,3467664,3244318,111674,538,270,181,302,55,7199252,
1968,COLORADO,CO,Hubert Humphrey,Richard Nixon,George Wallace,R,335174,409345,60813,R,D,True,6,409345,335174,37086,538,270,181,302,55,805332,
1968,CONNECTICUT,CT,Hubert Humphrey,Richard Nixon,George Wallace,D,621561,556721,76650,R,D,False,8,621561,621561,1,538,270,181,302,55,1254932,
1968,DELAWARE,DE,Hubert Humphrey,Richard Nixon,George Wallace,R,89194,96714,28459,R,D,True,3,96714,89194,3761,538,270,181,302,55,214367,
1968,FLORIDA,FL,Hubert Humphrey,Richard Nixon,George Wallace,R,676794,886804,624207,R,D,True,14,886804,676794,105006,538,270,181,302,55,2187805,
1968,GEORGIA,GA,Hubert Humphrey,Richard Nixon,George Wallace,T,334440,380111,535550,R,D,False,12,535550,334440,100556,538,270,181,302,55,1250101,
1968,HAWAII,HI,Hubert Humphrey,Richard Nixon,George Wallace,D,141324,91425,0,R,D,False,4,141324,141324,1,538,270,181,302,55,232749,
1968,IDAHO,ID,Hubert Humphrey,Richard Nixon,George Wallace,R,89273,165369,36541,R,D,True,4,165369,89273,38049,538,270,181,302,55,291183,
1968,ILLINOIS,IL,Hubert Humphrey,Richard Nixon,George Wallace,R,2039814,2174774,390958,R,D,True,26,2174774,2039814,67481,538,270,181,302,55,4605546,
1968,INDIANA,IN,Hubert Humphrey,Richard Nixon,George Wallace,R,806659,1067885,243108,R,D,True,13,1067885,806659,130614,538,270,181,302,55,2117652,
1968,IOWA,IA,Hubert Humphrey,Richard Nixon,George Wallace,R,476699,619106,66422,R,D,True,9,619106,476699,71204,538,270,181,302,55,1162227,
1968,KANSAS,KS,Hubert Humphrey,Richard Nixon,George Wallace,R,302996,478674,88921,R,D,True,7,478674,302996,87840,538,270,181,302,55,870591,
1968,KENTUCKY,KY,Hubert Humphrey,Richard Nixon,George Wallace,R,397541,462411,193098,R,D,True,9,462411,397541,32436,538,270,181,302,55,1053050,
1968,LOUISIANA,LA,Hubert Humphrey,Richard Nixon,George Wallace,T,309615,257535,530300,R,D,False,10,530300,309615,110343,538,270,181,302,55,1097450,
1968,MAINE,ME,Hubert Humphrey,Richard Nixon,George Wallace,D,217312,169254,0,R,D,False,4,217312,217312,1,538,270,181,302,55,386566,
1968,MARYLAND,MD,Hubert Humphrey,Richard Nixon,George Wallace,D,538310,517995,178734,R,D,False,10,538310,538310,1,538,270,181,302,55,1235039,
1968,MASSACHUSETTS,MA,Hubert Humphrey,Richard Nixon,George Wallace,D,1469218,766844,0,R,D,False,14,1469218,1469218,1,538,270,181,302,55,2236062,
1968,MICHIGAN,MI,Hubert Humphrey,Richard Nixon,George Wallace,D,1593082,1370665,331968,R,D,False,21,1593082,1593082,1,538,270,181,302,55,3295715,
1968,MINNESOTA,MN,Hubert Humphrey,Richard Nixon,George Wallace,T,0,658643,857738,R,D,False,10,857738,0,428870,538,270,181,302,55,1516381,
1968,MISSISSIPPI,MS,Hubert Humphrey,Richard Nixon,George Wallace,T,150644,88516,415349,R,D,False,7,415349,150644,132353,538,270,181,302,55,654509,
1968,MISSOURI,MO,Hubert Humphrey,Richard Nixon,George Wallace,R,791444,811932,206126,R,D,True,12,811932,791444,10245,538,270,181,302,55,1809502,
1968,MONTANA,MT,Hubert Humphrey,Richard Nixon,George Wallace,R,114117,138835,20015,R,D,True,4,138835,114117,12360,538,270,181,302,55,272967,
1968,NEBRASKA,NE,Hubert Humphrey,Richard Nixon,George Wallace,R,170784,321163,44904,R,D,True,5,321163,170784,75190,538,270,181,302,55,536851,
1968,NEVADA,NV,Hubert Humphrey,Richard Nixon,George Wallace,R,60598,73188,20432,R,D,True,3,73188,60598,6296,538,270,181,302,55,154218,
1968,NEW HAMPSHIRE,NH,Hubert Humphrey,Richard Nixon,George Wallace,R,130589,154903,0,R,D,True,4,154903,130589,12158,538,270,181,302,55,285492,
1968,NEW JERSEY,NJ,Hubert Humphrey,Richard Nixon,George Wallace,R,1264206,1325467,262187,R,D,True,17,1325467,1264206,30631,538,270,181,302,55,2851860,
1968,NEW MEXICO,NM,Hubert Humphrey,Richard Nixon,George Wallace,R,130081,169692,25737,R,D,True,4,169692,130081,19806,538,270,181,302,55,325510,
1968,NEW YORK,NY,Hubert Humphrey,Richard Nixon,George Wallace,D,3378470,3007932,358864,R,D,False,43,3378470,3378470,1,538,270,181,302,55,6745266,
1968,NORTH CAROLINA,NC,Hubert Humphrey,Richard Nixon,George Wallace,R,464113,627192,496188,R,D,True,13,627192,464113,81540,538,270,181,302,55,1587493,
1968,NORTH DAKOTA,ND,Hubert Humphrey,Richard Nixon,George Wallace,R,0,138669,94769,R,D,True,4,138669,0,69335,538,270,181,302,55,233438,
1968,OHIO,OH,Hubert Humphrey,Richard Nixon,George Wallace,R,1700586,1791014,467495,R,D,True,26,1791014,1700586,45215,538,270,181,302,55,3959095,
1968,OKLAHOMA,OK,Hubert Humphrey,Richard Nixon,George Wallace,R,301658,449697,191731,R,D,True,8,449697,301658,74020,538,270,181,302,55,943086,
1968,OREGON,OR,Hubert Humphrey,Richard Nixon,George Wallace,R,358866,408433,49683,R,D,True,6,408433,358866,24784,538,270,181,302,55,816982,
1968,PENNSYLVANIA,PA,Hubert Humphrey,Richard Nixon,George Wallace,D,2259405,2090017,378582,R,D,False,29,2259405,2259405,1,538,270,181,302,55,4728004,
1968,RHODE ISLAND,RI,Hubert Humphrey,Richard Nixon,George Wallace,D,246518,122359,0,R,D,False,4,246518,246518,1,538,270,181,302,55,368877,
1968,SOUTH CAROLINA,SC,Hubert Humphrey,Richard Nixon,George Wallace,R,197486,254062,215430,R,D,True,8,254062,197486,28289,538,270,181,302,55,666978,
1968,SOUTH DAKOTA,SD,Hubert Humphrey,Richard Nixon,George Wallace,R,118023,149841,0,R,D,True,4,149841,118023,15910,538,270,181,302,55,267864,
1968,TENNESSEE,TN,Hubert Humphrey,Richard Nixon,George Wallace,R,351233,472592,424792,R,D,True,11,472592,351233,60680,538,270,181,302,55,1248617,
1968,TEXAS,TX,Hubert Humphrey,Richard Nixon,George Wallace,D,1266804,1227844,584269,R,D,False,25,1266804,1266804,1,538,270,181,302,55,3078917,
1968,UTAH,UT,Hubert Humphrey,Richard Nixon,George Wallace,R,156665,238728,26906,R,D,True,4,238728,156665,41032,538,270,181,302,55,422299,
1968,VERMONT,VT,Hubert Humphrey,Richard Nixon,George Wallace,R,70255,85142,0,R,D,True,3,85142,70255,7444,538,270,181,302,55,155397,
1968,VIRGINIA,VA,Hubert Humphrey,Richard Nixon,George Wallace,R,442387,590319,320272,R,D,True,12,590319,442387,73967,538,270,181,302,55,1352978,
1968,WASHINGTON,WA,Hubert Humphrey,Richard Nixon,George Wallace,D,616037,588510,96990,R,D,False,9,616037,616037,1,538,270,181,302,55,1301537,
1968,WEST VIRGINIA,WV,Hubert Humphrey,Richard Nixon,George Wallace,D,374091,307555,72560,R,D,False,7,374091,374091,1,538,270,181,302,55,754206,
1968,WISCONSIN,WI,Hubert Humphrey,Richard Nixon,George Wallace,R,748804,809997,127835,R,D,True,12,809997,748804,30597,538,270,181,302,55,1686636,
1968,WYOMING,WY,Hubert Humphrey,Richard Nixon,George Wallace,R,45173,70927,11105,R,D,True,3,70927,45173,12878,538,270,181,302,55,127205,
1968,D.C.,DC,Hubert Humphrey,Richard Nixon,George Wallace,D,139566,31012,0,R,D,False,3,139566,139566,1,538,270,181,302,55,170578,
1972,ALABAMA,AL,George McGovern,Richard Nixon,,R,256923,728701,0,R,D,True,9,728701,256923,235890,538,270,17,521,0,985624,
1972,ALASKA,AK,George McGovern,Richard Nixon,,R,32967,55349,6903,R,D,True,3,55349,32967,11192,538,270,17,521,0,95219,
1972,ARIZONA,AZ,George McGovern,Richard Nixon,,R,198540,402812,0,R,D,True,6,402812,198540,102137,538,270,17,521,0,601352,
1972,ARKANSAS,AR,George McGovern,Richard Nixon,,R,198899,445751,0,R,D,True,6,445751,198899,123427,538,270,17,521,0,644650,
1972,CALIFORNIA,CA,George McGovern,Richard Nixon,,R,3475847,4602096,0,R,D,True,45,4602096,3475847,563125,538,270,17,521,0,8077943,
1972,COLORADO,CO,George McGovern,Richard Nixon,,R,329980,597189,0,R,D,True,7,597189,329980,133605,538,270,17,521,0,927169,
1972,CONNECTICUT,CT,George McGovern,Richard Nixon,,R,555498,810763,0,R,D,True,8,810763,555498,127633,538,270,17,521,0,1366261,
1972,DELAWARE,DE,George McGovern,Richard Nixon,,R,92283,140357,0,R,D,True,3,140357,92283,24038,538,270,17,521,0,232640,
1972,FLORIDA,FL,George McGovern,Richard Nixon,,R,718117,1857759,0,R,D,True,17,1857759,718117,569822,538,270,17,521,0,2575876,
1972,GEORGIA,GA,George McGovern,Richard Nixon,,R,289529,881496,0,R,D,True,12,881496,289529,295984,538,270,17,521,0,1171025,
1972,HAWAII,HI,George McGovern,Richard Nixon,,R,101409,168865,0,R,D,True,4,168865,101409,33729,538,270,17,521,0,270274,
1972,IDAHO,ID,George McGovern,Richard Nixon,,R,80826,199384,28869,R,D,True,4,199384,80826,59280,538,270,17,521,0,309079,
1972,ILLINOIS,IL,George McGovern,Richard Nixon,,R,1913472,2788179,0,R,D,True,26,2788179,1913472,437354,538,270,17,521,0,4701651,
1972,INDIANA,IN,George McGovern,Richard Nixon,,R,708568,1405154,0,R,D,True,13,1405154,708568,348294,538,270,17,521,0,2113722,
1972,IOWA,IA,George McGovern,Richard Nixon,,R,496206,706207,0,R,D,True,8,706207,496206,105001,538,270,17,521,0,1202413,
1972,KANSAS,KS,George McGovern,Richard Nixon,,R,270287,619812,0,R,D,True,7,619812,270287,174763,538,270,17,521,0,890099,
1972,KENTUCKY,KY,George McGovern,Richard Nixon,,R,371159,676446,0,R,D,True,9,676446,371159,152644,538,270,17,521,0,1047605,
1972,LOUISIANA,LA,George McGovern,Richard Nixon,,R,298142,686852,0,R,D,True,10,686852,298142,194356,538,270,17,521,0,984994,
1972,MAINE,ME,George McGovern,Richard Nixon,,R,160584,256458,0,R,D,True,4,256458,160584,47938,538,270,17,521,0,417042,
1972,MARYLAND,MD,George McGovern,Richard Nixon,,R,505781,829305,0,R,D,True,10,829305,505781,161763,538,270,17,521,0,1335086,
1972,MASSACHUSETTS,MA,George McGovern,Richard Nixon,,D,1332540,1112078,0,R,D,False,14,1332540,1332540,1,538,270,17,521,0,2444618,
1972,MICHIGAN,MI,George McGovern,Richard Nixon,,R,1459435,1961721,0,R,D,True,21,1961721,1459435,251144,538,270,17,521,0,3421156,
1972,MINNESOTA,MN,George McGovern,Richard Nixon,,R,0,898269,802346,R,D,True,10,898269,0,449135,538,270,17,521,0,1700615,
1972,MISSISSIPPI,MS,George McGovern,Richard Nixon,,R,126782,505125,0,R,D,True,7,505125,126782,189172,538,270,17,521,0,631907,
1972,MISSOURI,MO,George McGovern,Richard Nixon,,R,698531,1154058,0,R,D,True,12,1154058,698531,227764,538,270,17,521,0,1852589,
1972,MONTANA,MT,George McGovern,Richard Nixon,,R,120197,183976,0,R,D,True,4,183976,120197,31890,538,270,17,521,0,304173,
1972,NEBRASKA,NE,George McGovern,Richard Nixon,,R,169991,406298,0,R,D,True,5,406298,169991,118154,538,270,17,521,0,576289,
1972,NEVADA,NV,George McGovern,Richard Nixon,,R,66016,115750,0,R,D,True,3,115750,66016,24868,538,270,17,521,0,181766,
1972,NEW HAMPSHIRE,NH,George McGovern,Richard Nixon,,R,116435,213724,0,R,D,True,4,213724,116435,48645,538,270,17,521,0,330159,
1972,NEW JERSEY,NJ,George McGovern,Richard Nixon,,R,1102211,1845502,0,R,D,True,17,1845502,1102211,371646,538,270,17,521,0,2947713,
1972,NEW MEXICO,NM,George McGovern,Richard Nixon,,R,141084,235606,0,R,D,True,4,235606,141084,47262,538,270,17,521,0,376690,
1972,NEW YORK,NY,George McGovern,Richard Nixon,,R,2951084,4192778,0,R,D,True,41,4192778,2951084,620848,538,270,17,521,0,7143862,
1972,NORTH CAROLINA,NC,George McGovern,Richard Nixon,,R,438705,1054889,0,R,D,True,13,1054889,438705,308093,538,270,17,521,0,1493594,
1972,NORTH DAKOTA,ND,George McGovern,Richard Nixon,,R,0,174109,100384,R,D,True,3,174109,0,87055,538,270,17,521,0,274493,
1972,OHIO,OH,George McGovern,Richard Nixon,,R,1558889,2441827,0,R,D,True,25,2441827,1558889,441470,538,270,17,521,0,4000716,
1972,OKLAHOMA,OK,George McGovern,Richard Nixon,,R,247147,759025,0,R,D,True,8,759025,247147,255940,538,270,17,521,0,1006172,
1972,OREGON,OR,George McGovern,Richard Nixon,,R,392760,486686,0,R,D,True,6,486686,392760,46964,538,270,17,521,0,879446,
1972,PENNSYLVANIA,PA,George McGovern,Richard Nixon,,R,1796951,2714521,0,R,D,True,27,2714521,1796951,458786,538,270,17,521,0,4511472,
1972,RHODE ISLAND,RI,George McGovern,Richard Nixon,,R,194645,220383,0,R,D,True,4,220383,194645,12870,538,270,17,521,0,415028,
1972,SOUTH CAROLINA,SC,George McGovern,Richard Nixon,,R,189270,478427,0,R,D,True,8,478427,189270,144579,538,270,17,521,0,667697,
1972,SOUTH DAKOTA,SD,George McGovern,Richard Nixon,,R,139945,166476,0,R,D,True,4,166476,139945,13266,538,270,17,521,0,306421,
1972,TENNESSEE,TN,George McGovern,Richard Nixon,,R,357293,813147,0,R,D,True,10,813147,357293,227928,538,270,17,521,0,1170440,
1972,TEXAS,TX,George McGovern,Richard Nixon,,R,1154291,2298896,0,R,D,True,26,2298896,1154291,572303,538,270,17,521,0,3453187,
1972,UTAH,UT,George McGovern,Richard Nixon,,R,126284,323643,28549,R,D,True,4,323643,126284,98680,538,270,17,521,0,478476,
1972,VERMONT,VT,George McGovern,Richard Nixon,,R,68174,117149,0,R,D,True,3,117149,68174,24488,538,270,17,521,0,185323,
1972,VIRGINIA,VA,George McGovern,Richard Nixon,,R,438887,988493,0,R,D,True,12,988493,438887,274804,538,270,17,521,0,1427380,
1972,WASHINGTON,WA,George McGovern,Richard Nixon,,R,568334,837135,0,R,D,True,9,837135,568334,134401,538,270,17,521,0,1405469,
1972,WEST VIRGINIA,WV,George McGovern,Richard Nixon,,R,277435,484964,0,R,D,True,6,484964,277435,103765,538,270,17,521,0,762399,
1972,WISCONSIN,WI,George McGovern,Richard Nixon,,R,810174,989430,0,R,D,True,11,989430,810174,89629,538,270,17,521,0,1799604,
1972,WYOMING,WY,George McGovern,Richard Nixon,,R,44358,100464,0,R,D,True,3,100464,44358,28054,538,270,17,521,0,144822,
1972,D.C.,DC,George McGovern,Richard Nixon,,D,127627,35226,0,R,D,False,3,127627,127627,1,538,270,17,521,0,162853,
1976,ALABAMA,AL,Jimmy Carter,Gerald Ford,,D,659170,504070,0,D,R,True,9,659170,504070,77551,538,270,297,241,0,1163240,
1976,ALASKA,AK,Jimmy Carter,Gerald Ford,,R,44058,71555,0,D,R,False,3,71555,71555,1,538,270,297,241,0,115613,
1976,ARIZONA,AZ,Jimmy Carter,Gerald Ford,,R,295602,418642,0,D,R,False,6,418642,418642,1,538,270,297,241,0,714244,
1976,ARKANSAS,AR,Jimmy Carter,Gerald Ford,,D,498604,267903,0,D,R,True,6,498604,267903,115351,538,270,297,241,0,766507,
1976,CALIFORNIA,CA,Jimmy Carter,Gerald Ford,,R,3742284,3882244,0,D,R,False,45,3882244,3882244,1,538,270,297,241,0,7624528,
1976,COLORADO,CO,Jimmy Carter,Gerald Ford,,R,460801,584278,0,D,R,False,7,584278,584278,1,538,270,297,241,0,1045079,
1976,CONNECTICUT,CT,Jimmy Carter,Gerald Ford,,R,647895,719261,0,D,R,False,8,719261,719261,1,538,270,297,241,0,1367156,
1976,DELAWARE,DE,Jimmy Carter,Gerald Ford,,D,122461,109780,0,D,R,True,3,122461,109780,6341,538,270,297,241,0,232241,
1976,D.C.,DC,Jimmy Carter,Gerald Ford,,D,137818,27873,0,D,R,True,3,137818,27873,54973,538,270,297,241,0,165691,
1976,FLORIDA,FL,Jimmy Carter,Gerald Ford,,D,1636000,1469531,0,D,R,True,17,1636000,1469531,83235,538,270,297,241,0,3105531,
1976,GEORGIA,GA,Jimmy Carter,Gerald Ford,,D,979409,483743,0,D,R,True,12,979409,483743,247834,538,270,297,241,0,1463152,
1976,HAWAII,HI,Jimmy Carter,Gerald Ford,,D,147375,140003,0,D,R,True,4,147375,140003,3687,538,270,297,241,0,287378,
1976,IDAHO,ID,Jimmy Carter,Gerald Ford,,R,126549,204151,0,D,R,False,4,204151,204151,1,538,270,297,241,0,330700,
1976,ILLINOIS,IL,Jimmy Carter,Gerald Ford,,R,2271295,2364269,0,D,R,False,26,2364269,2364269,1,538,270,297,241,0,4635564,
1976,INDIANA,IN,Jimmy Carter,Gerald Ford,,R,1014714,1183958,0,D,R,False,13,1183958,1183958,1,538,270,297,241,0,2198672,
1976,IOWA,IA,Jimmy Carter,Gerald Ford,,R,619931,632864,0,D,R,False,8,632864,632864,1,538,270,297,241,0,1252795,
1976,KANSAS,KS,Jimmy Carter,Gerald Ford,,R,430421,502752,0,D,R,False,7,502752,502752,1,538,270,297,241,0,933173,
1976,KENTUCKY,KY,Jimmy Carter,Gerald Ford,,D,615717,531852,0,D,R,True,9,615717,531852,41933,538,270,297,241,0,1147569,
1976,LOUISIANA,LA,Jimmy Carter,Gerald Ford,,D,661365,587446,0,D,R,True,10,661365,587446,36960,538,270,297,241,0,1248811,
1976,MAINE,ME,Jimmy Carter,Gerald Ford,,R,232279,236320,0,D,R,False,4,236320,236320,1,538,270,297,241,0,468599,
1976,MARYLAND,MD,Jimmy Carter,Gerald Ford,,D,759612,672661,0,D,R,True,10,759612,672661,43476,538,270,297,241,0,1432273,
1976,MASSACHUSETTS,MA,Jimmy Carter,Gerald Ford,,D,1429475,1030276,0,D,R,True,14,1429475,1030276,199600,538,270,297,241,0,2459751,
1976,MICHIGAN,MI,Jimmy Carter,Gerald Ford,,R,1696714,1893742,0,D,R,False,21,1893742,1893742,1,538,270,297,241,0,3590456,
1976,MINNESOTA,MN,Jimmy Carter,Gerald Ford,,D,1070440,819395,0,D,R,True,10,1070440,819395,125523,538,270,297,241,0,1889835,
1976,MISSISSIPPI,MS,Jimmy Carter,Gerald Ford,,D,381329,366846,0,D,R,True,7,381329,366846,7242,538,270,297,241,0,748175,
1976,MISSOURI,MO,Jimmy Carter,Gerald Ford,,D,998387,927443,0,D,R,True,12,998387,927443,35473,538,270,297,241,0,1925830,
1976,MONTANA,MT,Jimmy Carter,Gerald Ford,,R,149259,173703,0,D,R,False,4,173703,173703,1,538,270,297,241,0,322962,
1976,NEBRASKA,NE,Jimmy Carter,Gerald Ford,,R,233293,359219,0,D,R,False,5,359219,359219,1,538,270,297,241,0,592512,
1976,NEVADA,NV,Jimmy Carter,Gerald Ford,,R,92479,101273,0,D,R,False,3,101273,101273,1,538,270,297,241,0,193752,
1976,NEW HAMPSHIRE,NH,Jimmy Carter,Gerald Ford,,R,147645,185935,0,D,R,False,4,185935,185935,1,538,270,297,241,0,333580,
1976,NEW JERSEY,NJ,Jimmy Carter,Gerald Ford,,R,1444653,1509688,0,D,R,False,17,1509688,1509688,1,538,270,297,241,0,2954341,
1976,NEW MEXICO,NM,Jimmy Carter,Gerald Ford,,R,201148,211419,0,D,R,False,4,211419,211419,1,538,270,297,241,0,412567,
1976,NEW YORK,NY,Jimmy Carter,Gerald Ford,,D,3244165,2825913,0,D,R,True,41,3244165,2825913,209127,538,270,297,241,0,6070078,
1976,NORTH CAROLINA,NC,Jimmy Carter,Gerald Ford,,D,927365,741960,0,D,R,True,13,927365,741960,92703,538,270,297,241,0,1669325,
1976,NORTH DAKOTA,ND,Jimmy Carter,Gerald Ford,,R,136078,153684,0,D,R,False,3,153684,153684,1,538,270,297,241,0,289762,
1976,OHIO,OH,Jimmy Carter,Gerald Ford,,D,2009959,2000626,0,D,R,True,25,2009959,2000626,4667,538,270,297,241,0,4010585,
1976,OKLAHOMA,OK,Jimmy Carter,Gerald Ford,,R,532442,545708,0,D,R,False,8,545708,545708,1,538,270,297,241,0,1078150,
1976,OREGON,OR,Jimmy Carter,Gerald Ford,,R,490407,492120,0,D,R,False,6,492120,492120,1,538,270,297,241,0,982527,
1976,PENNSYLVANIA,PA,Jimmy Carter,Gerald Ford,,D,2328677,2205604,0,D,R,True,27,2328677,2205604,61537,538,270,297,241,0,4534281,
1976,RHODE ISLAND,RI,Jimmy Carter,Gerald Ford,,D,227636,181249,0,D,R,True,4,227636,181249,23194,538,270,297,241,0,408885,
1976,SOUTH CAROLINA,SC,Jimmy Carter,Gerald Ford,,D,450807,346149,0,D,R,True,8,450807,346149,52330,538,270,297,241,0,796956,
1976,SOUTH DAKOTA,SD,Jimmy Carter,Gerald Ford,,R,147068,151505,0,D,R,False,4,151505,151505,1,538,270,297,241,0,298573,
1976,TENNESSEE,TN,Jimmy Carter,Gerald Ford,,D,825879,633969,0,D,R,True,10,825879,633969,95956,538,270,297,241,0,1459848,
1976,TEXAS,TX,Jimmy Carter,Gerald Ford,,D,2082319,1953300,0,D,R,True,26,2082319,1953300,64510,538,270,297,241,0,4035619,
1976,UTAH,UT,Jimmy Carter,Gerald Ford,,R,182110,337908,0,D,R,False,4,337908,337908,1,538,270,297,241,0,520018,
1976,VERMONT,VT,Jimmy Carter,Gerald Ford,,R,77798,100387,0,D,R,False,3,100387,100387,1,538,270,297,241,0,178185,
1976,VIRGINIA,VA,Jimmy Carter,Gerald Ford,,R,813896,836554,0,D,R,False,12,836554,836554,1,538,270,297,241,0,1650450,
1976,WASHINGTON,WA,Jimmy Carter,Gerald Ford,,R,717323,777732,0,D,R,False,9,777732,777732,1,538,270,297,241,0,1495055,
1976,WEST VIRGINIA,WV,Jimmy Carter,Gerald Ford,,D,435864,314726,0,D,R,True,6,435864,314726,60570,538,270,297,241,0,750590,
1976,WISCONSIN,WI,Jimmy Carter,Gerald Ford,,D,1040232,1004987,0,D,R,True,11,1040232,1004987,17623,538,270,297,241,0,2045219,
1976,WYOMING,WY,Jimmy Carter,Gerald Ford,,R,62239,92717,0,D,R,False,3,92717,92717,1,538,270,297,241,0,154956,
1980,ALABAMA,AL,Jimmy Carter,Ronald Reagan,,R,636730,654192,0,R,D,True,9,654192,636730,8732,538,270,90,448,0,1290922,
1980,ALASKA,AK,Jimmy Carter,Ronald Reagan,,R,41842,86112,0,R,D,True,3,86112,41842,22136,538,270,90,448,0,127954,
1980,ARIZONA,AZ,Jimmy Carter,Ronald Reagan,,R,246843,529688,0,R,D,True,6,529688,246843,141423,538,270,90,448,0,776531,
1980,ARKANSAS,AR,Jimmy Carter,Ronald Reagan,,R,398041,403164,0,R,D,True,6,403164,398041,2562,538,270,90,448,0,801205,
