year,state,state_po,totalvotes,dem_name,rep_name,dem_votes,rep_votes,winner_votes,loser_votes,votes_to_flip,party_win,electoral_votes,E_total,D_electoral,R_electoral,overall_winner
1988,NEBRASKA,NE,661465,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",259235,397956,397956,259235,69361,R,,0.0,0.0,0.0,R
1988,NEVADA,NV,343133,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",132738,206040,206040,132738,36652,R,,0.0,0.0,0.0,R
1988,NEW HAMPSHIRE,NH,450525,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",163696,281537,281537,163696,58921,R,,0.0,0.0,0.0,R
1988,NEW JERSEY,NJ,3099553,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",1320352,1743192,1743192,1320352,211421,R,,0.0,0.0,0.0,R
1988,NEW MEXICO,NM,521387,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",244497,270341,270341,244497,12923,R,,0.0,0.0,0.0,R
1988,NEW YORK,NY,6485683,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",3255487,2838414,3255487,2838414,208537,D,,0.0,0.0,0.0,R
1988,NORTH CAROLINA,NC,2134370,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",890167,1237258,1237258,890167,173546,R,,0.0,0.0,0.0,R
1988,NORTH DAKOTA,ND,297261,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",127739,166559,166559,127739,19411,R,,0.0,0.0,0.0,R
1988,OHIO,OH,4393585,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",1939629,2416549,2416549,1939629,238461,R,,0.0,0.0,0.0,R
1988,OKLAHOMA,OK,1171036,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",483423,678367,678367,483423,97473,R,,0.0,0.0,0.0,R
1988,OREGON,OR,1201694,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",616206,560126,616206,560126,28041,D,,0.0,0.0,0.0,R
1988,PENNSYLVANIA,PA,4536251,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",2194944,2300087,2300087,2194944,52572,R,,0.0,0.0,0.0,R
1988,RHODE ISLAND,RI,404622,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",225123,177761,225123,177761,23682,D,,0.0,0.0,0.0,R
1988,SOUTH CAROLINA,SC,986009,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",370554,606443,606443,370554,117945,R,,0.0,0.0,0.0,R
1988,SOUTH DAKOTA,SD,312991,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",145560,165415,165415,145560,9928,R,,0.0,0.0,0.0,R
1988,TENNESSEE,TN,1636250,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",679794,947233,947233,679794,133720,R,,0.0,0.0,0.0,R
1988,TEXAS,TX,5427410,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",2352748,3036829,3036829,2352748,342041,R,,0.0,0.0,0.0,R
1988,UTAH,UT,647008,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",207343,428442,428442,207343,110550,R,,0.0,0.0,0.0,R
1988,VERMONT,VT,243328,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",115775,124331,124331,115775,4279,R,,0.0,0.0,0.0,R
1988,VIRGINIA,VA,2191609,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",859799,1309162,1309162,859799,224682,R,,0.0,0.0,0.0,R
1988,WASHINGTON,WA,1865253,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",933516,903835,933516,903835,14841,D,,0.0,0.0,0.0,R
1988,WEST VIRGINIA,WV,653311,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",341016,310065,341016,310065,15476,D,,0.0,0.0,0.0,R
1988,WISCONSIN,WI,2191608,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",1126794,1047499,1126794,1047499,39648,D,,0.0,0.0,0.0,R
1988,WYOMING,WY,176551,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",67113,106867,106867,67113,19878,R,,0.0,0.0,0.0,R
1992,ALABAMA,AL,1688060,"CLINTON, BILL","BUSH, GEORGE H.W.",690080,804283,804283,690080,57102,R,,0.0,0.0,0.0,R
1992,ALASKA,AK,258506,"CLINTON, BILL","BUSH, GEORGE H.W.",78294,102000,102000,78294,11854,R,,0.0,0.0,0.0,R
1992,ARIZONA,AZ,1486975,"CLINTON, BILL","BUSH, GEORGE H.W.",543050,572086,572086,543050,14519,R,,0.0,0.0,0.0,R
1992,ARKANSAS,AR,950653,"CLINTON, BILL","BUSH, GEORGE H.W.",505823,337324,505823,337324,84250,D,,0.0,0.0,0.0,R
1992,CALIFORNIA,CA,11131721,"CLINTON, BILL","BUSH, GEORGE H.W.",5121325,3630574,5121325,3630574,745376,D,,0.0,0.0,0.0,R
1992,COLORADO,CO,1569180,"CLINTON, BILL","BUSH, GEORGE H.W.",629681,562850,629681,562850,33416,D,,0.0,0.0,0.0,R
1992,CONNECTICUT,CT,1616156,"CLINTON, BILL","BUSH, GEORGE H.W.",682318,578313,682318,578313,52003,D,,0.0,0.0,0.0,R
1992,DELAWARE,DE,289620,"CLINTON, BILL","BUSH, GEORGE H.W.",126054,102313,126054,102313,11871,D,,0.0,0.0,0.0,R
1992,DISTRICT OF COLUMBIA,DC,227572,"CLINTON, BILL","BUSH, GEORGE H.W.",192619,20698,192619,20698,85961,D,,0.0,0.0,0.0,R
1992,FLORIDA,FL,5313392,"CLINTON, BILL","BUSH, GEORGE H.W.",2071698,2173310,2173310,2071698,50807,R,,0.0,0.0,0.0,R
1992,GEORGIA,GA,2321133,"CLINTON, BILL","BUSH, GEORGE H.W.",1008966,995252,1008966,995252,6858,D,,0.0,0.0,0.0,R
1992,HAWAII,HI,372842,"CLINTON, BILL","BUSH, GEORGE H.W.",179310,136822,179310,136822,21245,D,,0.0,0.0,0.0,R
1992,IDAHO,ID,482114,"CLINTON, BILL","BUSH, GEORGE H.W.",137013,202645,202645,137013,32817,R,,0.0,0.0,0.0,R
1992,ILLINOIS,IL,5050157,"CLINTON, BILL","BUSH, GEORGE H.W.",2453350,1734096,2453350,1734096,359628,D,,0.0,0.0,0.0,R
1992,INDIANA,IN,2305871,"CLINTON, BILL","BUSH, GEORGE H.W.",848420,989375,989375,848420,70478,R,,0.0,0.0,0.0,R
1992,IOWA,IA,1354607,"CLINTON, BILL","BUSH, GEORGE H.W.",586353,504891,586353,504891,40732,D,,0.0,0.0,0.0,R
1992,KANSAS,KS,1157236,"CLINTON, BILL","BUSH, GEORGE H.W.",390434,449951,449951,390434,29759,R,,0.0,0.0,0.0,R
1992,KENTUCKY,KY,1492900,"CLINTON, BILL","BUSH, GEORGE H.W.",665104,617178,665104,617178,23964,D,,0.0,0.0,0.0,R
1992,LOUISIANA,LA,1790017,"CLINTON, BILL","BUSH, GEORGE H.W.",815971,733386,815971,733386,41293,D,,0.0,0.0,0.0,R
1992,MAINE,ME,679499,"CLINTON, BILL","BUSH, GEORGE H.W.",263420,206504,263420,206504,28459,D,,0.0,0.0,0.0,R
1992,MARYLAND,MD,1984580,"CLINTON, BILL","BUSH, GEORGE H.W.",988571,707094,988571,707094,140739,D,,0.0,0.0,0.0,R
1992,MASSACHUSETTS,MA,2773664,"CLINTON, BILL","BUSH, GEORGE H.W.",1318639,805039,1318639,805039,256801,D,,0.0,0.0,0.0,R
1992,MICHIGAN,MI,4274673,"CLINTON, BILL","BUSH, GEORGE H.W.",1871182,1554940,1871182,1554940,158122,D,,0.0,0.0,0.0,R
1992,MINNESOTA,MN,2347948,"CLINTON, BILL","BUSH, GEORGE H.W.",1020997,747841,1020997,747841,136579,D,,0.0,0.0,0.0,R
1992,MISSISSIPPI,MS,981793,"CLINTON, BILL","BUSH, GEORGE H.W.",400258,487793,487793,400258,43768,R,,0.0,0.0,0.0,R
1992,MISSOURI,MO,2391270,"CLINTON, BILL","BUSH, GEORGE H.W.",1053873,811159,1053873,811159,121358,D,,0.0,0.0,0.0,R
1992,MONTANA,MT,410583,"CLINTON, BILL","BUSH, GEORGE H.W.",154507,144207,154507,144207,5151,D,,0.0,0.0,0.0,R
1992,NEBRASKA,NE,737546,"CLINTON, BILL","BUSH, GEORGE H.W.",216864,343678,343678,216864,63408,R,,0.0,0.0,0.0,R
1992,NEVADA,NV,506318,"CLINTON, BILL","BUSH, GEORGE H.W.",189148,175828,189148,175828,6661,D,,0.0,0.0,0.0,R
1992,NEW HAMPSHIRE,NH,537215,"CLINTON, BILL","BUSH, GEORGE H.W.",209040,202484,209040,202484,3279,D,,0.0,0.0,0.0,R
1992,NEW JERSEY,NJ,3343594,"CLINTON, BILL","BUSH, GEORGE H.W.",1436206,1356865,1436206,1356865,39671,D,,0.0,0.0,0.0,R
1992,NEW MEXICO,NM,569986,"CLINTON, BILL","BUSH, GEORGE H.W.",261617,212824,261617,212824,24397,D,,0.0,0.0,0.0,R
1992,NEW YORK,NY,7079432,"CLINTON, BILL","BUSH, GEORGE H.W.",3346894,2041690,3346894,2041690,652603,D,,0.0,0.0,0.0,R
1992,NORTH CAROLINA,NC,2611850,"CLINTON, BILL","BUSH, GEORGE H.W.",1114042,1134661,1134661,1114042,10310,R,,0.0,0.0,0.0,R
1992,NORTH DAKOTA,ND,308133,"CLINTON, BILL","BUSH, GEORGE H.W.",99168,136244,136244,99168,18539,R,,0.0,0.0,0.0,R
1992,OHIO,OH,4939967,"CLINTON, BILL","BUSH, GEORGE H.W.",1984942,1894310,1984942,1894310,45317,D,,0.0,0.0,0.0,R
1992,OKLAHOMA,OK,1390359,"CLINTON, BILL","BUSH, GEORGE H.W.",473066,592929,592929,473066,59932,R,,0.0,0.0,0.0,R
1992,OREGON,OR,1462643,"CLINTON, BILL","BUSH, GEORGE H.W.",621314,475757,621314,475757,72779,D,,0.0,0.0,0.0,R
1992,PENNSYLVANIA,PA,4959810,"CLINTON, BILL","BUSH, GEORGE H.W.",2239164,1791841,2239164,1791841,223662,D,,0.0,0.0,0.0,R
1992,RHODE ISLAND,RI,453365,"CLINTON, BILL","BUSH, GEORGE H.W.",213299,131601,213299,131601,40850,D,,0.0,0.0,0.0,R
1992,SOUTH CAROLINA,SC,1228912,"CLINTON, BILL","BUSH, GEORGE H.W.",525514,577507,577507,525514,25997,R,,0.0,0.0,0.0,R
1992,SOUTH DAKOTA,SD,336254,"CLINTON, BILL","BUSH, GEORGE H.W.",124888,136718,136718,124888,5916,R,,0.0,0.0,0.0,R
1992,TENNESSEE,TN,1982638,"CLINTON, BILL","BUSH, GEORGE H.W.",933521,841300,933521,841300,46111,D,,0.0,0.0,0.0,R
1992,TEXAS,TX,6154018,"CLINTON, BILL","BUSH, GEORGE H.W.",2281815,2496071,2496071,2281815,107129,R,,0.0,0.0,0.0,R
1992,UTAH,UT,743998,"CLINTON, BILL","BUSH, GEORGE H.W.",183429,322632,322632,183429,69602,R,,0.0,0.0,0.0,R
1992,VERMONT,VT,289701,"CLINTON, BILL","BUSH, GEORGE H.W.",133592,88122,133592,88122,22736,D,,0.0,0.0,0.0,R
1992,VIRGINIA,VA,2559129,"CLINTON, BILL","BUSH, GEORGE H.W.",1038650,1150517,1150517,1038650,55934,R,,0.0,0.0,0.0,R
1992,WASHINGTON,WA,2287565,"CLINTON, BILL","BUSH, GEORGE H.W.",993037,731234,993037,731234,130902,D,,0.0,0.0,0.0,R
1992,WEST VIRGINIA,WV,683677,"CLINTON, BILL","BUSH, GEORGE H.W.",331001,241974,331001,241974,44514,D,,0.0,0.0,0.0,R
1992,WISCONSIN,WI,2531064,"CLINTON, BILL","BUSH, GEORGE H.W.",1041066,930855,1041066,930855,55106,D,,0.0,0.0,0.0,R
1992,WYOMING,WY,199884,"CLINTON, BILL","BUSH, GEORGE H.W.",68160,79347,79347,68160,5594,R,,0.0,0.0,0.0,R
1996,ALABAMA,AL,1534349,"CLINTON, BILL","DOLE, ROBERT",662165,769044,769044,662165,53440,R,,0.0,0.0,0.0,R
1996,ALASKA,AK,241620,"CLINTON, BILL","DOLE, ROBERT",80380,122746,122746,80380,21184,R,,0.0,0.0,0.0,R
1996,ARIZONA,AZ,1404405,"CLINTON, BILL","DOLE, ROBERT",653288,622073,653288,622073,15608,D,,0.0,0.0,0.0,R
1996,ARKANSAS,AR,884262,"CLINTON, BILL","DOLE, ROBERT",475171,325416,475171,325416,74878,D,,0.0,0.0,0.0,R
1996,CALIFORNIA,CA,10019469,"CLINTON, BILL","DOLE, ROBERT",5119835,3828381,5119835,3828381,645728,D,,0.0,0.0,0.0,R
1996,COLORADO,CO,1510702,"CLINTON, BILL","DOLE, ROBERT",671152,691848,691848,671152,10349,R,,0.0,0.0,0.0,R
1996,CONNECTICUT,CT,1392614,"CLINTON, BILL","DOLE, ROBERT",735740,483109,735740,483109,126316,D,,0.0,0.0,0.0,R
1996,DELAWARE,DE,270810,"CLINTON, BILL","DOLE, ROBERT",140355,99062,140355,99062,20647,D,,0.0,0.0,0.0,R
1996,DISTRICT OF COLUMBIA,DC,185726,"CLINTON, BILL","DOLE, ROBERT",158220,17339,158220,17339,70441,D,,0.0,0.0,0.0,R
1996,FLORIDA,FL,5303154,"CLINTON, BILL","DOLE, ROBERT",2546870,2244536,2546870,2244536,151168,D,,0.0,0.0,0.0,R
1996,GEORGIA,GA,2298899,"CLINTON, BILL","DOLE, ROBERT",1053849,1080843,1080843,1053849,13498,R,,0.0,0.0,0.0,R
1996,HAWAII,HI,360120,"CLINTON, BILL","DOLE, ROBERT",205012,113943,205012,113943,45535,D,,0.0,0.0,0.0,R
1996,IDAHO,ID,491711,"CLINTON, BILL","DOLE, ROBERT",165443,256595,256595,165443,45577,R,,0.0,0.0,0.0,R
1996,ILLINOIS,IL,4311391,"CLINTON, BILL","DOLE, ROBERT",2341744,1587021,2341744,1587021,377362,D,,0.0,0.0,0.0,R
1996,INDIANA,IN,2135431,"CLINTON, BILL","DOLE, ROBERT",887424,1006693,1006693,887424,59635,R,,0.0,0.0,0.0,R
1996,IOWA,IA,1234075,"CLINTON, BILL","DOLE, ROBERT",620258,492644,620258,492644,63808,D,,0.0,0.0,0.0,R
1996,KANSAS,KS,1074300,"CLINTON, BILL","DOLE, ROBERT",387659,583245,583245,387659,97794,R,,0.0,0.0,0.0,R
1996,KENTUCKY,KY,1388708,"CLINTON, BILL","DOLE, ROBERT",636614,623283,636614,623283,6666,D,,0.0,0.0,0.0,R
1996,LOUISIANA,LA,1783959,"CLINTON, BILL","DOLE, ROBERT",927837,712586,927837,712586,107626,D,,0.0,0.0,0.0,R
1996,MAINE,ME,605897,"CLINTON, BILL","DOLE, ROBERT",312788,186378,312788,186378,63206,D,,0.0,0.0,0.0,R
1996,MARYLAND,MD,1780870,"CLINTON, BILL","DOLE, ROBERT",966207,681530,966207,681530,142339,D,,0.0,0.0,0.0,R
1996,MASSACHUSETTS,MA,2556459,"CLINTON, BILL","DOLE, ROBERT",1571509,718058,1571509,718058,426726,D,,0.0,0.0,0.0,R
1996,MICHIGAN,MI,3848844,"CLINTON, BILL","DOLE, ROBERT",1989653,1481212,1989653,1481212,254221,D,,0.0,0.0,0.0,R
1996,MINNESOTA,MN,2192492,"CLINTON, BILL","DOLE, ROBERT",1120380,766395,1120380,766395,176993,D,,0.0,0.0,0.0,R
1996,MISSISSIPPI,MS,893857,"CLINTON, BILL","DOLE, ROBERT",394022,439838,439838,394022,22909,R,,0.0,0.0,0.0,R
1996,MISSOURI,MO,2158065,"CLINTON, BILL","DOLE, ROBERT",1025935,890016,1025935,890016,67960,D,,0.0,0.0,0.0,R
1996,MONTANA,MT,407083,"CLINTON, BILL","DOLE, ROBERT",167922,179652,179652,167922,5866,R,,0.0,0.0,0.0,R
1996,NEBRASKA,NE,677415,"CLINTON, BILL","DOLE, ROBERT",236761,363467,363467,236761,63354,R,,0.0,0.0,0.0,R
1996,NEVADA,NV,464279,"CLINTON, BILL","DOLE, ROBERT",203974,199244,203974,199244,2366,D,,0.0,0.0,0.0,R
1996,NEW HAMPSHIRE,NH,496597,"CLINTON, BILL","DOLE, ROBERT",246166,196486,246166,196486,24841,D,,0.0,0.0,0.0,R
1996,NEW JERSEY,NJ,3075860,"CLINTON, BILL","DOLE, ROBERT",1652361,1103099,1652361,1103099,274632,D,,0.0,0.0,0.0,R
1996,NEW MEXICO,NM,556074,"CLINTON, BILL","DOLE, ROBERT",273495,232751,273495,232751,20373,D,,0.0,0.0,0.0,R
1996,NEW YORK,NY,6439129,"CLINTON, BILL","DOLE, ROBERT",3649630,1738707,3649630,1738707,955462,D,,0.0,0.0,0.0,R
1996,NORTH CAROLINA,NC,2515807,"CLINTON, BILL","DOLE, ROBERT",1107849,1225938,1225938,1107849,59045,R,,0.0,0.0,0.0,R
1996,NORTH DAKOTA,ND,266411,"CLINTON, BILL","DOLE, ROBERT",106905,125050,125050,106905,9073,R,,0.0,0.0,0.0,R
1996,OHIO,OH,4534434,"CLINTON, BILL","DOLE, ROBERT",2148222,1859883,2148222,1859883,144170,D,,0.0,0.0,0.0,R
1996,OKLAHOMA,OK,1206713,"CLINTON, BILL","DOLE, ROBERT",488105,582315,582315,488105,47106,R,,0.0,0.0,0.0,R
1996,OREGON,OR,1377760,"CLINTON, BILL","DOLE, ROBERT",649641,538152,649641,538152,55745,D,,0.0,0.0,0.0,R
1996,PENNSYLVANIA,PA,4501307,"CLINTON, BILL","DOLE, ROBERT",2215819,1801169,2215819,1801169,207326,D,,0.0,0.0,0.0,R
1996,RHODE ISLAND,RI,390247,"CLINTON, BILL","DOLE, ROBERT",233050,104683,233050,104683,64184,D,,0.0,0.0,0.0,R
1996,SOUTH CAROLINA,SC,1150182,"CLINTON, BILL","DOLE, ROBERT",506152,573339,573339,506152,33594,R,,0.0,0.0,0.0,R
1996,SOUTH DAKOTA,SD,323826,"CLINTON, BILL","DOLE, ROBERT",139333,150543,150543,139333,5606,R,,0.0,0.0,0.0,R
1996,TENNESSEE,TN,1894105,"CLINTON, BILL","DOLE, ROBERT",909146,863530,909146,863530,22809,D,,0.0,0.0,0.0,R
1996,TEXAS,TX,5611644,"CLINTON, BILL","DOLE, ROBERT",2459683,2736167,2736167,2459683,138243,R,,0.0,0.0,0.0,R
1996,UTAH,UT,665629,"CLINTON, BILL","DOLE, ROBERT",221633,361911,361911,221633,70140,R,,0.0,0.0,0.0,R
1996,VERMONT,VT,258449,"CLINTON, BILL","DOLE, ROBERT",137894,80352,137894,80352,28772,D,,0.0,0.0,0.0,R
1996,VIRGINIA,VA,2416642,"CLINTON, BILL","DOLE, ROBERT",1091060,1138350,1138350,1091060,23646,R,,0.0,0.0,0.0,R
1996,WASHINGTON,WA,2253837,"CLINTON, BILL","DOLE, ROBERT",1123323,840712,1123323,840712,141306,D,,0.0,0.0,0.0,R
1996,WEST VIRGINIA,WV,636459,"CLINTON, BILL","DOLE, ROBERT",327812,233946,327812,233946,46934,D,,0.0,0.0,0.0,R
1996,WISCONSIN,WI,2196169,"CLINTON, BILL","DOLE, ROBERT",1071971,845029,1071971,845029,113472,D,,0.0,0.0,0.0,R
1996,WYOMING,WY,211571,"CLINTON, BILL","DOLE, ROBERT",77934,105388,105388,77934,13728,R,,0.0,0.0,0.0,R
2000,ALABAMA,AL,1666272,"GORE, AL","BUSH, GEORGE W.",692611,941173,941173,692611,124282,R,,0.0,0.0,0.0,R
2000,ALASKA,AK,285560,"GORE, AL","BUSH, GEORGE W.",79004,167398,167398,79004,44198,R,,0.0,0.0,0.0,R
2000,ARIZONA,AZ,1532016,"GORE, AL","BUSH, GEORGE W.",685341,781652,781652,685341,48156,R,,0.0,0.0,0.0,R
2000,ARKANSAS,AR,921781,"GORE, AL","BUSH, GEORGE W.",422768,472940,472940,422768,25087,R,,0.0,0.0,0.0,R
2000,CALIFORNIA,CA,10965822,"GORE, AL","BUSH, GEORGE W.",5861203,4567429,5861203,4567429,646888,D,,0.0,0.0,0.0,R
2000,COLORADO,CO,1741368,"GORE, AL","BUSH, GEORGE W.",738227,883748,883748,738227,72761,R,,0.0,0.0,0.0,R
2000,CONNECTICUT,CT,1459525,"GORE, AL","BUSH, GEORGE W.",816015,561094,816015,561094,127461,D,,0.0,0.0,0.0,R
2000,DELAWARE,DE,327529,"GORE, AL","BUSH, GEORGE W.",180068,137288,180068,137288,21391,D,,0.0,0.0,0.0,R
2000,DISTRICT OF COLUMBIA,DC,201894,"GORE, AL","BUSH, GEORGE W.",171923,18073,171923,18073,76926,D,,0.0,0.0,0.0,R
2000,FLORIDA,FL,5963110,"GORE, AL","BUSH, GEORGE W.",2912253,2912790,2912790,2912253,269,R,,0.0,0.0,0.0,R
2000,GEORGIA,GA,2583208,"GORE, AL","BUSH, GEORGE W.",1116230,1419720,1419720,1116230,151746,R,,0.0,0.0,0.0,R
2000,HAWAII,HI,367951,"GORE, AL","BUSH, GEORGE W.",205286,137845,205286,137845,33721,D,,0.0,0.0,0.0,R
2000,IDAHO,ID,501615,"GORE, AL","BUSH, GEORGE W.",138637,336937,336937,138637,99151,R,,0.0,0.0,0.0,R
2000,ILLINOIS,IL,4742108,"GORE, AL","BUSH, GEORGE W.",2589026,2019421,2589026,2019421,284803,D,,0.0,0.0,0.0,R
2000,INDIANA,IN,2199302,"GORE, AL","BUSH, GEORGE W.",901980,1245836,1245836,901980,171929,R,,0.0,0.0,0.0,R
2000,IOWA,IA,1353022,"GORE, AL","BUSH, GEORGE W.",638517,634373,638517,634373,2073,D,,0.0,0.0,0.0,R
2000,KANSAS,KS,1072216,"GORE, AL","BUSH, GEORGE W.",399276,622332,622332,399276,111529,R,,0.0,0.0,0.0,R
2000,KENTUCKY,KY,1544106,"GORE, AL","BUSH, GEORGE W.",638923,872520,872520,638923,116799,R,,0.0,0.0,0.0,R
2000,LOUISIANA,LA,1765656,"GORE, AL","BUSH, GEORGE W.",792344,927871,927871,792344,67764,R,,0.0,0.0,0.0,R
2000,MAINE,ME,651817,"GORE, AL","BUSH, GEORGE W.",319951,286616,319951,286616,16668,D,,0.0,0.0,0.0,R
2000,MARYLAND,MD,2025212,"GORE, AL","BUSH, GEORGE W.",1144008,813827,1144008,813827,165091,D,,0.0,0.0,0.0,R
2000,MASSACHUSETTS,MA,2733964,"GORE, AL","BUSH, GEORGE W.",1616487,878502,1616487,878502,368993,D,,0.0,0.0,0.0,R
2000,MICHIGAN,MI,4232501,"GORE, AL","BUSH, GEORGE W.",2170418,1953139,2170418,1953139,108640,D,,0.0,0.0,0.0,R
2000,MINNESOTA,MN,2438685,"GORE, AL","BUSH, GEORGE W.",1168266,1109659,1168266,1109659,29304,D,,0.0,0.0,0.0,R
2000,MISSISSIPPI,MS,994184,"GORE, AL","BUSH, GEORGE W.",404614,572844,572844,404614,84116,R,,0.0,0.0,0.0,R
2000,MISSOURI,MO,2359892,"GORE, AL","BUSH, GEORGE W.",1111138,1189924,1189924,1111138,39394,R,,0.0,0.0,0.0,R
2000,MONTANA,MT,410986,"GORE, AL","BUSH, GEORGE W.",137126,240178,240178,137126,51527,R,,0.0,0.0,0.0,R
2000,NEBRASKA,NE,697019,"GORE, AL","BUSH, GEORGE W.",231780,433862,433862,231780,101042,R,,0.0,0.0,0.0,R
2000,NEVADA,NV,609426,"GORE, AL","BUSH, GEORGE W.",279978,301575,301575,279978,10799,R,,0.0,0.0,0.0,R
2000,NEW HAMPSHIRE,NH,569081,"GORE, AL","BUSH, GEORGE W.",266348,273559,273559,266348,3606,R,,0.0,0.0,0.0,R
2000,NEW JERSEY,NJ,3187226,"GORE, AL","BUSH, GEORGE W.",1788850,1284173,1788850,1284173,252339,D,,0.0,0.0,0.0,R
2000,NEW MEXICO,NM,598605,"GORE, AL","BUSH, GEORGE W.",286783,286417,286783,286417,184,D,,0.0,0.0,0.0,R
2000,NEW YORK,NY,6960215,"GORE, AL","BUSH, GEORGE W.",3942215,2258577,3942215,2258577,841820,D,,0.0,0.0,0.0,R
2000,NORTH CAROLINA,NC,2914990,"GORE, AL","BUSH, GEORGE W.",1257692,1631163,1631163,1257692,186736,R,,0.0,0.0,0.0,R
2000,NORTH DAKOTA,ND,288256,"GORE, AL","BUSH, GEORGE W.",95284,174852,174852,95284,39785,R,,0.0,0.0,0.0,R
2000,OHIO,OH,4701998,"GORE, AL","BUSH, GEORGE W.",2183628,2350363,2350363,2183628,83368,R,,0.0,0.0,0.0,R
2000,OKLAHOMA,OK,1234229,"GORE, AL","BUSH, GEORGE W.",474276,744337,744337,474276,135031,R,,0.0,0.0,0.0,R
2000,OREGON,OR,1533950,"GORE, AL","BUSH, GEORGE W.",720342,713577,720342,713577,3383,D,,0.0,0.0,0.0,R
2000,PENNSYLVANIA,PA,4912185,"GORE, AL","BUSH, GEORGE W.",2485967,2281127,2485967,2281127,102421,D,,0.0,0.0,0.0,R
2000,RHODE ISLAND,RI,409112,"GORE, AL","BUSH, GEORGE W.",249508,130555,249508,130555,59477,D,,0.0,0.0,0.0,R
2000,SOUTH CAROLINA,SC,1383902,"GORE, AL","BUSH, GEORGE W.",566037,786892,786892,566037,110428,R,,0.0,0.0,0.0,R
2000,SOUTH DAKOTA,SD,316269,"GORE, AL","BUSH, GEORGE W.",118804,190700,190700,118804,35949,R,,0.0,0.0,0.0,R
2000,TENNESSEE,TN,2076181,"GORE, AL","BUSH, GEORGE W.",981720,1061949,1061949,981720,40115,R,,0.0,0.0,0.0,R
2000,TEXAS,TX,6407637,"GORE, AL","BUSH, GEORGE W.",2433746,3799639,3799639,2433746,682947,R,,0.0,0.0,0.0,R
2000,UTAH,UT,770754,"GORE, AL","BUSH, GEORGE W.",203053,515096,515096,203053,156022,R,,0.0,0.0,0.0,R
2000,VERMONT,VT,294308,"GORE, AL","BUSH, GEORGE W.",149022,119775,149022,119775,14624,D,,0.0,0.0,0.0,R
2000,VIRGINIA,VA,2739447,"GORE, AL","BUSH, GEORGE W.",1217290,1437490,1437490,1217290,110101,R,,0.0,0.0,0.0,R
2000,WASHINGTON,WA,2487433,"GORE, AL","BUSH, GEORGE W.",1247652,1108864,1247652,1108864,69395,D,,0.0,0.0,0.0,R
2000,WEST VIRGINIA,WV,648124,"GORE, AL","BUSH, GEORGE W.",295497,336475,336475,295497,20490,R,,0.0,0.0,0.0,R
2000,WISCONSIN,WI,2598607,"GORE, AL","BUSH, GEORGE W.",1242987,1237279,1242987,1237279,2855,D,,0.0,0.0,0.0,R
2000,WYOMING,WY,213726,"GORE, AL","BUSH, GEORGE W.",60481,147947,147947,60481,43734,R,,0.0,0.0,0.0,R
2004,ALABAMA,AL,1883415,"KERRY, JOHN","BUSH, GEORGE W.",693933,1176394,1176394,693933,241231,R,,0.0,0.0,0.0,R
2004,ALASKA,AK,312598,"KERRY, JOHN","BUSH, GEORGE W.",111025,190889,190889,111025,39933,R,,0.0,0.0,0.0,R
2004,ARIZONA,AZ,2012585,"KERRY, JOHN","BUSH, GEORGE W.",893524,1104294,1104294,893524,105386,R,,0.0,0.0,0.0,R
2004,ARKANSAS,AR,1054945,"KERRY, JOHN","BUSH, GEORGE W.",469953,572898,572898,469953,51473,R,,0.0,0.0,0.0,R
2004,CALIFORNIA,CA,12421353,"KERRY, JOHN","BUSH, GEORGE W.",6745485,5509826,6745485,5509826,617830,D,,0.0,0.0,0.0,R
2004,COLORADO,CO,2129630,"KERRY, JOHN","BUSH, GEORGE W.",1001732,1101255,1101255,1001732,49762,R,,0.0,0.0,0.0,R
2004,CONNECTICUT,CT,1578769,"KERRY, JOHN","BUSH, GEORGE W.",857488,693826,857488,693826,81832,D,,0.0,0.0,0.0,R
2004,DELAWARE,DE,375190,"KERRY, JOHN","BUSH, GEORGE W.",200152,171660,200152,171660,14247,D,,0.0,0.0,0.0,R
