year,state,state_po,D_name,R_name,T_name,party_win,D_votes,R_votes,T_votes,overall_winner,overall_runner_up,winner_state,electoral_votes,winner_votes,loser_votes,votes_to_flip,total_electoral_votes,electoral_votes_to_win,D_electoral,R_electoral,T_electoral,totalvotes
2012,ALABAMA,AL,Barack Obama,Mitt Romney,,R,795696,1255925,0,D,R,False,9,795696,1255925,0,538,270,332,206,0,2051621
2012,ALASKA,AK,Barack Obama,Mitt Romney,,R,122640,164676,0,D,R,False,3,122640,164676,0,538,270,332,206,0,287316
2012,ARIZONA,AZ,Barack Obama,Mitt Romney,,R,1025232,1233654,0,D,R,False,11,1025232,1233654,0,538,270,332,206,0,2258886
2012,ARKANSAS,AR,Barack Obama,Mitt Romney,,R,394409,647744,0,D,R,False,6,394409,647744,0,538,270,332,206,0,1042153
2012,CALIFORNIA,CA,Barack Obama,Mitt Romney,,D,7854285,4839958,0,D,R,True,55,7854285,4839958,1507164,538,270,332,206,0,12694243
2012,COLORADO,CO,Barack Obama,Mitt Romney,,D,1323102,1185243,0,D,R,True,9,1323102,1185243,68930,538,270,332,206,0,2508345
2012,CONNECTICUT,CT,Barack Obama,Mitt Romney,,D,905109,634899,0,D,R,True,7,905109,634899,135106,538,270,332,206,0,1540008
2012,DELAWARE,DE,Barack Obama,Mitt Romney,,D,242584,165484,0,D,R,True,3,242584,165484,38551,538,270,332,206,0,408068
2012,FLORIDA,FL,Barack Obama,Mitt Romney,,D,4237756,4163447,0,D,R,True,29,4237756,4163447,37155,538,270,332,206,0,8401203
2012,GEORGIA,GA,Barack Obama,Mitt Romney,,R,1773827,2078688,0,D,R,False,16,1773827,2078688,0,538,270,332,206,0,3852515
2012,HAWAII,HI,Barack Obama,Mitt Romney,,D,306658,121015,0,D,R,True,4,306658,121015,92822,538,270,332,206,0,427673
2012,IDAHO,ID,Barack Obama,Mitt Romney,,R,212787,420911,0,D,R,False,4,212787,420911,0,538,270,332,206,0,633698
2012,ILLINOIS,IL,Barack Obama,Mitt Romney,,D,3019512,2135216,0,D,R,True,20,3019512,2135216,442149,538,270,332,206,0,5154728
2012,INDIANA,IN,Barack Obama,Mitt Romney,,R,1152887,1420543,0,D,R,False,11,1152887,1420543,0,538,270,332,206,0,2573430
2012,IOWA,IA,Barack Obama,Mitt Romney,,D,822544,730617,0,D,R,True,6,822544,730617,45964,538,270,332,206,0,1553161
2012,KANSAS,KS,Barack Obama,Mitt Romney,,R,439908,689809,0,D,R,False,6,439908,689809,0,538,270,332,206,0,1129717
2012,KENTUCKY,KY,Barack Obama,Mitt Romney,,R,679370,1087190,0,D,R,False,8,679370,1087190,0,538,270,332,206,0,1766560
2012,LOUISIANA,LA,Barack Obama,Mitt Romney,,R,809141,1152262,0,D,R,False,8,809141,1152262,0,538,270,332,206,0,1961403
2012,MAINE,ME,Barack Obama,Mitt Romney,,D,401306,292276,0,D,R,True,4,401306,292276,54516,538,270,332,206,0,693582
2012,MARYLAND,MD,Barack Obama,Mitt Romney,,D,1677844,971869,0,D,R,True,10,1677844,971869,352988,538,270,332,206,0,2649713
2012,MASSACHUSETTS,MA,Barack Obama,Mitt Romney,,D,1921761,1188460,0,D,R,True,11,1921761,1188460,366651,538,270,332,206,0,3110221
2012,MICHIGAN,MI,Barack Obama,Mitt Romney,,D,2564569,2115256,0,D,R,True,16,2564569,2115256,224657,538,270,332,206,0,4679825
2012,MINNESOTA,MN,Barack Obama,Mitt Romney,,T,0,1320225,1546167,D,R,False,10,0,1320225,0,538,270,332,206,0,2866392
2012,MISSISSIPPI,MS,Barack Obama,Mitt Romney,,R,562949,710746,0,D,R,False,6,562949,710746,0,538,270,332,206,0,1273695
2012,MISSOURI,MO,Barack Obama,Mitt Romney,,R,1223796,1482440,0,D,R,False,10,1223796,1482440,0,538,270,332,206,0,2706236
2012,MONTANA,MT,Barack Obama,Mitt Romney,,R,201839,267928,0,D,R,False,3,201839,267928,0,538,270,332,206,0,469767
2012,NEBRASKA,NE,Barack Obama,Mitt Romney,,R,302081,475064,0,D,R,False,5,302081,475064,0,538,270,332,206,0,777145
2012,NEVADA,NV,Barack Obama,Mitt Romney,,D,531373,463567,0,D,R,True,6,531373,463567,33904,538,270,332,206,0,994940
2012,NEW HAMPSHIRE,NH,Barack Obama,Mitt Romney,,D,369561,329918,0,D,R,True,4,369561,329918,19822,538,270,332,206,0,699479
2012,NEW JERSEY,NJ,Barack Obama,Mitt Romney,,D,2126610,1478749,0,D,R,True,14,2126610,1478749,323931,538,270,332,206,0,3605359
2012,NEW MEXICO,NM,Barack Obama,Mitt Romney,,D,415335,335788,0,D,R,True,5,415335,335788,39774,538,270,332,206,0,751123
2012,NEW YORK,NY,Barack Obama,Mitt Romney,,D,4485741,2490431,0,D,R,True,29,4485741,2490431,997656,538,270,332,206,0,6976172
2012,NORTH CAROLINA,NC,Barack Obama,Mitt Romney,,R,2178391,2270395,0,D,R,False,15,2178391,2270395,0,538,270,332,206,0,4448786
2012,NORTH DAKOTA,ND,Barack Obama,Mitt Romney,,R,0,188163,124827,D,R,False,3,0,188163,0,538,270,332,206,0,312990
2012,OHIO,OH,Barack Obama,Mitt Romney,,D,2827709,2661437,0,D,R,True,18,2827709,2661437,83137,538,270,332,206,0,5489146
2012,OKLAHOMA,OK,Barack Obama,Mitt Romney,,R,443547,891325,0,D,R,False,7,443547,891325,0,538,270,332,206,0,1334872
2012,OREGON,OR,Barack Obama,Mitt Romney,,D,970488,754175,0,D,R,True,7,970488,754175,108157,538,270,332,206,0,1724663
2012,PENNSYLVANIA,PA,Barack Obama,Mitt Romney,,D,2990274,2680434,0,D,R,True,20,2990274,2680434,154921,538,270,332,206,0,5670708
2012,RHODE ISLAND,RI,Barack Obama,Mitt Romney,,D,279677,157204,0,D,R,True,4,279677,157204,61237,538,270,332,206,0,436881
2012,SOUTH CAROLINA,SC,Barack Obama,Mitt Romney,,R,865941,1071645,0,D,R,False,9,865941,1071645,0,538,270,332,206,0,1937586
2012,SOUTH DAKOTA,SD,Barack Obama,Mitt Romney,,R,145039,210610,0,D,R,False,3,145039,210610,0,538,270,332,206,0,355649
2012,TENNESSEE,TN,Barack Obama,Mitt Romney,,R,960709,1462330,0,D,R,False,11,960709,1462330,0,538,270,332,206,0,2423039
2012,TEXAS,TX,Barack Obama,Mitt Romney,,R,3308124,4569843,0,D,R,False,38,3308124,4569843,0,538,270,332,206,0,7877967
2012,UTAH,UT,Barack Obama,Mitt Romney,,R,251813,740600,0,D,R,False,6,251813,740600,0,538,270,332,206,0,992413
2012,VERMONT,VT,Barack Obama,Mitt Romney,,D,199239,92698,0,D,R,True,3,199239,92698,53271,538,270,332,206,0,291937
2012,VIRGINIA,VA,Barack Obama,Mitt Romney,,D,1971820,1822522,0,D,R,True,13,1971820,1822522,74650,538,270,332,206,0,3794342
2012,WASHINGTON,WA,Barack Obama,Mitt Romney,,D,1755396,1290670,0,D,R,True,12,1755396,1290670,232364,538,270,332,206,0,3046066
2012,WEST VIRGINIA,WV,Barack Obama,Mitt Romney,,R,238269,417655,0,D,R,False,5,238269,417655,0,538,270,332,206,0,655924
2012,WISCONSIN,WI,Barack Obama,Mitt Romney,,D,1620985,1407966,0,D,R,True,10,1620985,1407966,106510,538,270,332,206,0,3028951
2012,WYOMING,WY,Barack Obama,Mitt Romney,,R,69286,170962,0,D,R,False,3,69286,170962,0,538,270,332,206,0,240248
2012,D.C.,DC,Barack Obama,Mitt Romney,,D,267070,21381,0,D,R,True,3,267070,21381,122845,538,270,332,206,0,288451
2016,ALABAMA,AL,Hillary Clinton,Donald Trump,,R,729547,1318255,0,R,D,True,9,1318255,729547,294355,538,270,233,305,0,2047802
2016,ALASKA,AK,Hillary Clinton,Donald Trump,,R,116454,163387,18725,R,D,True,3,163387,116454,23467,538,270,233,305,0,298566
2016,ARIZONA,AZ,Hillary Clinton,Donald Trump,,R,1161167,1252401,0,R,D,True,11,1252401,1161167,45618,538,270,233,305,0,2413568
2016,ARKANSAS,AR,Hillary Clinton,Donald Trump,,R,380494,684872,0,R,D,True,6,684872,380494,152190,538,270,233,305,0,1065366
2016,CALIFORNIA,CA,Hillary Clinton,Donald Trump,,D,8753788,4483810,0,R,D,False,55,4483810,8753788,0,538,270,233,305,0,13237598
2016,COLORADO,CO,Hillary Clinton,Donald Trump,,D,1338870,1202484,144121,R,D,False,9,1202484,1338870,0,538,270,233,305,0,2685475
2016,CONNECTICUT,CT,Hillary Clinton,Donald Trump,,D,897572,673215,0,R,D,False,7,673215,897572,0,538,270,233,305,0,1570787
2016,DELAWARE,DE,Hillary Clinton,Donald Trump,,D,235603,185127,0,R,D,False,3,185127,235603,0,538,270,233,305,0,420730
2016,FLORIDA,FL,Hillary Clinton,Donald Trump,,R,4504975,4617886,0,R,D,True,29,4617886,4504975,56456,538,270,233,305,0,9122861
2016,GEORGIA,GA,Hillary Clinton,Donald Trump,,R,1877963,2089104,0,R,D,True,16,2089104,1877963,105571,538,270,233,305,0,3967067
2016,HAWAII,HI,Hillary Clinton,Donald Trump,,D,266891,128847,0,R,D,False,4,128847,266891,0,538,270,233,305,0,395738
2016,IDAHO,ID,Hillary Clinton,Donald Trump,,R,189765,409055,46476,R,D,True,4,409055,189765,109646,538,270,233,305,0,645296
2016,ILLINOIS,IL,Hillary Clinton,Donald Trump,,D,3090729,2146015,0,R,D,False,20,2146015,3090729,0,538,270,233,305,0,5236744
2016,INDIANA,IN,Hillary Clinton,Donald Trump,,R,1033126,1557286,0,R,D,True,11,1557286,1033126,262081,538,270,233,305,0,2590412
2016,IOWA,IA,Hillary Clinton,Donald Trump,,R,653669,800983,0,R,D,True,6,800983,653669,73658,538,270,233,305,0,1454652
2016,KANSAS,KS,Hillary Clinton,Donald Trump,,R,427005,671018,0,R,D,True,6,671018,427005,122007,538,270,233,305,0,1098023
2016,KENTUCKY,KY,Hillary Clinton,Donald Trump,,R,628854,1202971,0,R,D,True,8,1202971,628854,287059,538,270,233,305,0,1831825
2016,LOUISIANA,LA,Hillary Clinton,Donald Trump,,R,780154,1178638,0,R,D,True,8,1178638,780154,199243,538,270,233,305,0,1958792
2016,MAINE,ME,Hillary Clinton,Donald Trump,,D,213783,154928,0,R,D,False,3,213783,213783,1,538,270,233,305,0,368711
2016,MAINE-02,,Hillary Clinton,Donald Trump,,R,143952,180665,0,R,D,True,1,180665,143952,18357,538,270,233,305,0,324617
2016,MARYLAND,MD,Hillary Clinton,Donald Trump,,D,1677928,943169,0,R,D,False,10,943169,1677928,0,538,270,233,305,0,2621097
2016,MASSACHUSETTS,MA,Hillary Clinton,Donald Trump,,D,1995196,1090893,0,R,D,False,11,1090893,1995196,0,538,270,233,305,0,3086089
2016,MICHIGAN,MI,Hillary Clinton,Donald Trump,,R,2268839,2279543,0,R,D,True,16,2279543,2268839,5353,538,270,233,305,0,4548382
2016,MINNESOTA,MN,Hillary Clinton,Donald Trump,,T,0,1323232,1367825,R,D,False,10,1323232,0,661617,538,270,233,305,0,2691057
2016,MISSISSIPPI,MS,Hillary Clinton,Donald Trump,,R,485131,700714,0,R,D,True,6,700714,485131,107792,538,270,233,305,0,1185845
2016,MISSOURI,MO,Hillary Clinton,Donald Trump,,R,1071068,1594511,0,R,D,True,10,1594511,1071068,261722,538,270,233,305,0,2665579
2016,MONTANA,MT,Hillary Clinton,Donald Trump,,R,177709,279240,28037,R,D,True,3,279240,177709,50766,538,270,233,305,0,484986
2016,NEBRASKA,NE,Hillary Clinton,Donald Trump,,R,284494,495961,0,R,D,True,5,495961,284494,105734,538,270,233,305,0,780455
2016,NEVADA,NV,Hillary Clinton,Donald Trump,,D,539260,512058,0,R,D,False,6,512058,539260,0,538,270,233,305,0,1051318
2016,NEW HAMPSHIRE,NH,Hillary Clinton,Donald Trump,,D,348526,345790,0,R,D,False,4,345790,348526,0,538,270,233,305,0,694316
2016,NEW JERSEY,NJ,Hillary Clinton,Donald Trump,,D,2148278,1601933,0,R,D,False,14,1601933,2148278,0,538,270,233,305,0,3750211
2016,NEW MEXICO,NM,Hillary Clinton,Donald Trump,,D,385234,319667,74541,R,D,False,5,319667,385234,0,538,270,233,305,0,779442
2016,NEW YORK,NY,Hillary Clinton,Donald Trump,,D,4556124,2819534,0,R,D,False,29,2819534,4556124,0,538,270,233,305,0,7375658
2016,NORTH CAROLINA,NC,Hillary Clinton,Donald Trump,,R,2189316,2362631,0,R,D,True,15,2362631,2189316,86658,538,270,233,305,0,4551947
2016,NORTH DAKOTA,ND,Hillary Clinton,Donald Trump,,R,0,216794,93758,R,D,True,3,216794,0,108398,538,270,233,305,0,310552
2016,OHIO,OH,Hillary Clinton,Donald Trump,,R,2394164,2841005,0,R,D,True,18,2841005,2394164,223421,538,270,233,305,0,5235169
2016,OKLAHOMA,OK,Hillary Clinton,Donald Trump,,R,420375,949136,83481,R,D,True,7,949136,420375,264381,538,270,233,305,0,1452992
2016,OREGON,OR,Hillary Clinton,Donald Trump,,D,1002106,782403,0,R,D,False,7,782403,1002106,0,538,270,233,305,0,1784509
2016,PENNSYLVANIA,PA,Hillary Clinton,Donald Trump,,R,2926441,2970733,0,R,D,True,20,2970733,2926441,22147,538,270,233,305,0,5897174
2016,RHODE ISLAND,RI,Hillary Clinton,Donald Trump,,D,252525,180543,0,R,D,False,4,180543,252525,0,538,270,233,305,0,433068
2016,SOUTH CAROLINA,SC,Hillary Clinton,Donald Trump,,R,855373,1155389,0,R,D,True,9,1155389,855373,150009,538,270,233,305,0,2010762
2016,SOUTH DAKOTA,SD,Hillary Clinton,Donald Trump,,R,117458,227721,20845,R,D,True,3,227721,117458,55132,538,270,233,305,0,366024
2016,TENNESSEE,TN,Hillary Clinton,Donald Trump,,R,870695,1522925,0,R,D,True,11,1522925,870695,326116,538,270,233,305,0,2393620
2016,TEXAS,TX,Hillary Clinton,Donald Trump,,R,3877868,4685047,0,R,D,True,38,4685047,3877868,403590,538,270,233,305,0,8562915
2016,UTAH,UT,Hillary Clinton,Donald Trump,,R,310676,515231,243690,R,D,True,6,515231,310676,102278,538,270,233,305,0,1069597
2016,VERMONT,VT,Hillary Clinton,Donald Trump,,D,178573,95369,18218,R,D,False,3,95369,178573,0,538,270,233,305,0,292160
2016,VIRGINIA,VA,Hillary Clinton,Donald Trump,,D,1981473,1769443,0,R,D,False,13,1769443,1981473,0,538,270,233,305,0,3750916
2016,WASHINGTON,WA,Hillary Clinton,Donald Trump,,D,1742718,1221747,0,R,D,False,12,1221747,1742718,0,538,270,233,305,0,2964465
2016,WEST VIRGINIA,WV,Hillary Clinton,Donald Trump,,R,188794,489371,0,R,D,True,5,489371,188794,150289,538,270,233,305,0,678165
2016,WISCONSIN,WI,Hillary Clinton,Donald Trump,,R,1382536,1405284,0,R,D,True,10,1405284,1382536,11375,538,270,233,305,0,2787820
2016,WYOMING,WY,Hillary Clinton,Donald Trump,,R,55973,174419,13287,R,D,True,3,174419,55973,59224,538,270,233,305,0,243679
2016,D.C.,DC,Hillary Clinton,Donald Trump,,D,282830,12723,0,R,D,False,3,12723,282830,0,538,270,233,305,0,295553
