year,state,state_po,D_name,R_name,T_name,party_win,D_votes,R_votes,T_votes,overall_winner,overall_runner_up,winner_state,electoral_votes,winner_votes,loser_votes,votes_to_flip,total_electoral_votes,electoral_votes_to_win,D_electoral,R_electoral,T_electoral,totalvotes
1980,DELAWARE,DE,Jimmy Carter,Ronald Reagan,John B. Anderson,R,105754,111252,16288,R,D,True,3,111252,105754,2750,538,270,49,489,0,233294
1980,FLORIDA,FL,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1419475,2046951,189692,R,D,True,17,2046951,1419475,313739,538,270,49,489,0,3656118
1980,GEORGIA,GA,Jimmy Carter,Ronald Reagan,John B. Anderson,D,893733,655168,0,R,D,False,12,655168,893733,0,538,270,49,489,0,1548901
1980,HAWAII,HI,Jimmy Carter,Ronald Reagan,John B. Anderson,D,135879,130112,32021,R,D,False,4,130112,135879,0,538,270,49,489,0,298012
1980,IDAHO,ID,Jimmy Carter,Ronald Reagan,John B. Anderson,R,110192,290699,27058,R,D,True,4,290699,110192,90254,538,270,49,489,0,427949
1980,ILLINOIS,IL,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1981413,2358049,346754,R,D,True,26,2358049,1981413,188319,538,270,49,489,0,4686216
1980,INDIANA,IN,Jimmy Carter,Ronald Reagan,John B. Anderson,R,844197,1255656,0,R,D,True,13,1255656,844197,205730,538,270,49,489,0,2099853
1980,IOWA,IA,Jimmy Carter,Ronald Reagan,John B. Anderson,R,508672,676026,115633,R,D,True,8,676026,508672,83678,538,270,49,489,0,1300331
1980,KANSAS,KS,Jimmy Carter,Ronald Reagan,John B. Anderson,R,326150,566812,68231,R,D,True,7,566812,326150,120332,538,270,49,489,0,961193
1980,KENTUCKY,KY,Jimmy Carter,Ronald Reagan,John B. Anderson,R,616417,635274,0,R,D,True,9,635274,616417,9429,538,270,49,489,0,1251691
1980,LOUISIANA,LA,Jimmy Carter,Ronald Reagan,John B. Anderson,R,708453,792853,0,R,D,True,10,792853,708453,42201,538,270,49,489,0,1501306
1980,MAINE,ME,Jimmy Carter,Ronald Reagan,John B. Anderson,R,220974,238522,53327,R,D,True,4,238522,220974,8775,538,270,49,489,0,512823
1980,MARYLAND,MD,Jimmy Carter,Ronald Reagan,John B. Anderson,D,726161,680606,119537,R,D,False,10,680606,726161,0,538,270,49,489,0,1526304
1980,MASSACHUSETTS,MA,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1053802,1057631,382539,R,D,True,14,1057631,1053802,1915,538,270,49,489,0,2493972
1980,MICHIGAN,MI,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1661532,1915225,275223,R,D,True,21,1915225,1661532,126847,538,270,49,489,0,3851980
1980,MINNESOTA,MN,Jimmy Carter,Ronald Reagan,John B. Anderson,T,0,873241,954174,R,D,False,10,873241,0,436621,538,270,49,489,0,1827415
1980,MISSISSIPPI,MS,Jimmy Carter,Ronald Reagan,John B. Anderson,R,429281,441089,0,R,D,True,7,441089,429281,5905,538,270,49,489,0,870370
1980,MISSOURI,MO,Jimmy Carter,Ronald Reagan,John B. Anderson,R,931182,1074181,0,R,D,True,12,1074181,931182,71500,538,270,49,489,0,2005363
1980,MONTANA,MT,Jimmy Carter,Ronald Reagan,John B. Anderson,R,118032,206814,29281,R,D,True,4,206814,118032,44392,538,270,49,489,0,354127
1980,NEBRASKA,NE,Jimmy Carter,Ronald Reagan,John B. Anderson,R,166851,419937,44993,R,D,True,5,419937,166851,126544,538,270,49,489,0,631781
1980,NEVADA,NV,Jimmy Carter,Ronald Reagan,John B. Anderson,R,66666,155017,17651,R,D,True,3,155017,66666,44176,538,270,49,489,0,239334
1980,NEW HAMPSHIRE,NH,Jimmy Carter,Ronald Reagan,John B. Anderson,R,108864,221705,49693,R,D,True,4,221705,108864,56421,538,270,49,489,0,380262
1980,NEW JERSEY,NJ,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1147364,1546557,234632,R,D,True,17,1546557,1147364,199597,538,270,49,489,0,2928553
1980,NEW MEXICO,NM,Jimmy Carter,Ronald Reagan,John B. Anderson,R,167826,250779,29459,R,D,True,4,250779,167826,41477,538,270,49,489,0,448064
1980,NEW YORK,NY,Jimmy Carter,Ronald Reagan,John B. Anderson,R,2728372,2893831,467801,R,D,True,41,2893831,2728372,82730,538,270,49,489,0,6090004
1980,NORTH CAROLINA,NC,Jimmy Carter,Ronald Reagan,John B. Anderson,R,875635,915018,0,R,D,True,13,915018,875635,19692,538,270,49,489,0,1790653
1980,NORTH DAKOTA,ND,Jimmy Carter,Ronald Reagan,John B. Anderson,R,0,193695,79189,R,D,True,3,193695,0,96848,538,270,49,489,0,272884
1980,OHIO,OH,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1752414,2206545,254472,R,D,True,25,2206545,1752414,227066,538,270,49,489,0,4213431
1980,OKLAHOMA,OK,Jimmy Carter,Ronald Reagan,John B. Anderson,R,402026,695570,0,R,D,True,8,695570,402026,146773,538,270,49,489,0,1097596
1980,OREGON,OR,Jimmy Carter,Ronald Reagan,John B. Anderson,R,456890,571044,112389,R,D,True,6,571044,456890,57078,538,270,49,489,0,1140323
1980,PENNSYLVANIA,PA,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1937540,2261872,292921,R,D,True,27,2261872,1937540,162167,538,270,49,489,0,4492333
1980,RHODE ISLAND,RI,Jimmy Carter,Ronald Reagan,John B. Anderson,D,198342,154793,59819,R,D,False,4,154793,198342,0,538,270,49,489,0,412954
1980,SOUTH CAROLINA,SC,Jimmy Carter,Ronald Reagan,John B. Anderson,R,427560,441207,0,R,D,True,8,441207,427560,6824,538,270,49,489,0,868767
1980,SOUTH DAKOTA,SD,Jimmy Carter,Ronald Reagan,John B. Anderson,R,103855,198343,21431,R,D,True,4,198343,103855,47245,538,270,49,489,0,323629
1980,TENNESSEE,TN,Jimmy Carter,Ronald Reagan,John B. Anderson,R,783051,787761,0,R,D,True,10,787761,783051,2356,538,270,49,489,0,1570812
1980,TEXAS,TX,Jimmy Carter,Ronald Reagan,John B. Anderson,R,1881147,2510705,0,R,D,True,26,2510705,1881147,314780,538,270,49,489,0,4391852
1980,UTAH,UT,Jimmy Carter,Ronald Reagan,John B. Anderson,R,124266,439687,30284,R,D,True,4,439687,124266,157711,538,270,49,489,0,594237
1980,VERMONT,VT,Jimmy Carter,Ronald Reagan,John B. Anderson,R,81891,94598,31760,R,D,True,3,94598,81891,6354,538,270,49,489,0,208249
1980,VIRGINIA,VA,Jimmy Carter,Ronald Reagan,John B. Anderson,R,752174,989609,95418,R,D,True,12,989609,752174,118718,538,270,49,489,0,1837201
1980,WASHINGTON,WA,Jimmy Carter,Ronald Reagan,John B. Anderson,R,650193,865244,185073,R,D,True,9,865244,650193,107526,538,270,49,489,0,1700510
1980,WEST VIRGINIA,WV,Jimmy Carter,Ronald Reagan,John B. Anderson,D,367462,334206,0,R,D,False,6,334206,367462,0,538,270,49,489,0,701668
1980,WISCONSIN,WI,Jimmy Carter,Ronald Reagan,John B. Anderson,R,981584,1088845,160657,R,D,True,11,1088845,981584,53631,538,270,49,489,0,2231086
1980,WYOMING,WY,Jimmy Carter,Ronald Reagan,John B. Anderson,R,49427,110700,12072,R,D,True,3,110700,49427,30637,538,270,49,489,0,172199
1980,D.C.,DC,Jimmy Carter,Ronald Reagan,John B. Anderson,D,130231,23313,16131,R,D,False,3,23313,130231,0,538,270,49,489,0,169675
