index,year,state,state_po,totalvotes,D_name,R_name,D_votes,R_votes,winner_votes,loser_votes,votes_to_flip,party_win,electoral_votes,total_electoral_votes,D_electoral,R_electoral,overall_winner,winner_state
183,1988,NEW JERSEY,NJ,3063544,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",1320352,1743192,1743192,1320352,211421,R,16,538,112,426,R,True
184,1988,NEW MEXICO,NM,514838,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",244497,270341,270341,244497,12923,R,5,538,112,426,R,True
185,1988,NEW YORK,NY,6093901,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",3255487,2838414,3255487,2838414,208537,D,36,538,112,426,R,False
186,1988,NORTH CAROLINA,NC,2127425,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",890167,1237258,1237258,890167,173546,R,13,538,112,426,R,True
187,1988,NORTH DAKOTA,ND,294298,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",127739,166559,166559,127739,19411,R,3,538,112,426,R,True
188,1988,OHIO,OH,4356178,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",1939629,2416549,2416549,1939629,238461,R,23,538,112,426,R,True
189,1988,OKLAHOMA,OK,1161790,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",483423,678367,678367,483423,97473,R,8,538,112,426,R,True
190,1988,OREGON,OR,1176332,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",616206,560126,616206,560126,28041,D,7,538,112,426,R,False
191,1988,PENNSYLVANIA,PA,4495031,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",2194944,2300087,2300087,2194944,52572,R,25,538,112,426,R,True
192,1988,RHODE ISLAND,RI,402884,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",225123,177761,225123,177761,23682,D,4,538,112,426,R,False
193,1988,SOUTH CAROLINA,SC,976997,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",370554,606443,606443,370554,117945,R,8,538,112,426,R,True
194,1988,SOUTH DAKOTA,SD,310975,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",145560,165415,165415,145560,9928,R,3,538,112,426,R,True
195,1988,TENNESSEE,TN,1627027,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",679794,947233,947233,679794,133720,R,11,538,112,426,R,True
196,1988,TEXAS,TX,5389577,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",2352748,3036829,3036829,2352748,342041,R,29,538,112,426,R,True
197,1988,UTAH,UT,635785,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",207343,428442,428442,207343,110550,R,5,538,112,426,R,True
198,1988,VERMONT,VT,240106,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",115775,124331,124331,115775,4279,R,3,538,112,426,R,True
199,1988,VIRGINIA,VA,2168961,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",859799,1309162,1309162,859799,224682,R,12,538,112,426,R,True
200,1988,WASHINGTON,WA,1837351,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",933516,903835,933516,903835,14841,D,10,538,112,426,R,False
201,1988,WEST VIRGINIA,WV,651081,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",341016,310065,341016,310065,15476,D,6,538,112,426,R,False
202,1988,WISCONSIN,WI,2174293,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",1126794,1047499,1126794,1047499,39648,D,11,538,112,426,R,False
203,1988,WYOMING,WY,173980,"DUKAKIS, MICHAEL","BUSH, GEORGE H.W.",67113,106867,106867,67113,19878,R,3,538,112,426,R,True
204,1992,ALABAMA,AL,1494363,"CLINTON, BILL","BUSH, GEORGE H.W.",690080,804283,804283,690080,57102,R,9,538,370,168,D,False
205,1992,ALASKA,AK,180294,"CLINTON, BILL","BUSH, GEORGE H.W.",78294,102000,102000,78294,11854,R,3,538,370,168,D,False
206,1992,ARIZONA,AZ,1115136,"CLINTON, BILL","BUSH, GEORGE H.W.",543050,572086,572086,543050,14519,R,8,538,370,168,D,False
207,1992,ARKANSAS,AR,843147,"CLINTON, BILL","BUSH, GEORGE H.W.",505823,337324,505823,337324,84250,D,6,538,370,168,D,True
208,1992,CALIFORNIA,CA,8751899,"CLINTON, BILL","BUSH, GEORGE H.W.",5121325,3630574,5121325,3630574,745376,D,54,538,370,168,D,True
209,1992,COLORADO,CO,1192531,"CLINTON, BILL","BUSH, GEORGE H.W.",629681,562850,629681,562850,33416,D,8,538,370,168,D,True
210,1992,CONNECTICUT,CT,1260631,"CLINTON, BILL","BUSH, GEORGE H.W.",682318,578313,682318,578313,52003,D,8,538,370,168,D,True
211,1992,DELAWARE,DE,228367,"CLINTON, BILL","BUSH, GEORGE H.W.",126054,102313,126054,102313,11871,D,3,538,370,168,D,True
212,1992,D.C.,DC,213317,"CLINTON, BILL","BUSH, GEORGE H.W.",192619,20698,192619,20698,85961,D,3,538,370,168,D,True
213,1992,FLORIDA,FL,4245008,"CLINTON, BILL","BUSH, GEORGE H.W.",2071698,2173310,2173310,2071698,50807,R,25,538,370,168,D,False
214,1992,GEORGIA,GA,2004218,"CLINTON, BILL","BUSH, GEORGE H.W.",1008966,995252,1008966,995252,6858,D,13,538,370,168,D,True
215,1992,HAWAII,HI,316132,"CLINTON, BILL","BUSH, GEORGE H.W.",179310,136822,179310,136822,21245,D,4,538,370,168,D,True
216,1992,IDAHO,ID,339658,"CLINTON, BILL","BUSH, GEORGE H.W.",137013,202645,202645,137013,32817,R,4,538,370,168,D,False
217,1992,ILLINOIS,IL,4187446,"CLINTON, BILL","BUSH, GEORGE H.W.",2453350,1734096,2453350,1734096,359628,D,22,538,370,168,D,True
218,1992,INDIANA,IN,1837795,"CLINTON, BILL","BUSH, GEORGE H.W.",848420,989375,989375,848420,70478,R,12,538,370,168,D,False
219,1992,IOWA,IA,1091244,"CLINTON, BILL","BUSH, GEORGE H.W.",586353,504891,586353,504891,40732,D,7,538,370,168,D,True
220,1992,KANSAS,KS,840385,"CLINTON, BILL","BUSH, GEORGE H.W.",390434,449951,449951,390434,29759,R,6,538,370,168,D,False
221,1992,KENTUCKY,KY,1282282,"CLINTON, BILL","BUSH, GEORGE H.W.",665104,617178,665104,617178,23964,D,8,538,370,168,D,True
222,1992,LOUISIANA,LA,1549357,"CLINTON, BILL","BUSH, GEORGE H.W.",815971,733386,815971,733386,41293,D,9,538,370,168,D,True
223,1992,MAINE,ME,469924,"CLINTON, BILL","BUSH, GEORGE H.W.",263420,206504,263420,206504,28459,D,4,538,370,168,D,True
224,1992,MARYLAND,MD,1695665,"CLINTON, BILL","BUSH, GEORGE H.W.",988571,707094,988571,707094,140739,D,10,538,370,168,D,True
225,1992,MASSACHUSETTS,MA,2123678,"CLINTON, BILL","BUSH, GEORGE H.W.",1318639,805039,1318639,805039,256801,D,12,538,370,168,D,True
226,1992,MICHIGAN,MI,3426122,"CLINTON, BILL","BUSH, GEORGE H.W.",1871182,1554940,1871182,1554940,158122,D,18,538,370,168,D,True
227,1992,MINNESOTA,MN,1768838,"CLINTON, BILL","BUSH, GEORGE H.W.",1020997,747841,1020997,747841,136579,D,10,538,370,168,D,True
228,1992,MISSISSIPPI,MS,888051,"CLINTON, BILL","BUSH, GEORGE H.W.",400258,487793,487793,400258,43768,R,7,538,370,168,D,False
229,1992,MISSOURI,MO,1865032,"CLINTON, BILL","BUSH, GEORGE H.W.",1053873,811159,1053873,811159,121358,D,11,538,370,168,D,True
230,1992,MONTANA,MT,298714,"CLINTON, BILL","BUSH, GEORGE H.W.",154507,144207,154507,144207,5151,D,3,538,370,168,D,True
231,1992,NEBRASKA,NE,560542,"CLINTON, BILL","BUSH, GEORGE H.W.",216864,343678,343678,216864,63408,R,5,538,370,168,D,False
232,1992,NEVADA,NV,364976,"CLINTON, BILL","BUSH, GEORGE H.W.",189148,175828,189148,175828,6661,D,4,538,370,168,D,True
233,1992,NEW HAMPSHIRE,NH,411524,"CLINTON, BILL","BUSH, GEORGE H.W.",209040,202484,209040,202484,3279,D,4,538,370,168,D,True
234,1992,NEW JERSEY,NJ,2793071,"CLINTON, BILL","BUSH, GEORGE H.W.",1436206,1356865,1436206,1356865,39671,D,15,538,370,168,D,True
235,1992,NEW MEXICO,NM,474441,"CLINTON, BILL","BUSH, GEORGE H.W.",261617,212824,261617,212824,24397,D,5,538,370,168,D,True
236,1992,NEW YORK,NY,5388584,"CLINTON, BILL","BUSH, GEORGE H.W.",3346894,2041690,3346894,2041690,652603,D,33,538,370,168,D,True
237,1992,NORTH CAROLINA,NC,2248703,"CLINTON, BILL","BUSH, GEORGE H.W.",1114042,1134661,1134661,1114042,10310,R,14,538,370,168,D,False
238,1992,NORTH DAKOTA,ND,235412,"CLINTON, BILL","BUSH, GEORGE H.W.",99168,136244,136244,99168,18539,R,3,538,370,168,D,False
239,1992,OHIO,OH,3879252,"CLINTON, BILL","BUSH, GEORGE H.W.",1984942,1894310,1984942,1894310,45317,D,21,538,370,168,D,True
240,1992,OKLAHOMA,OK,1065995,"CLINTON, BILL","BUSH, GEORGE H.W.",473066,592929,592929,473066,59932,R,8,538,370,168,D,False
241,1992,OREGON,OR,1097071,"CLINTON, BILL","BUSH, GEORGE H.W.",621314,475757,621314,475757,72779,D,7,538,370,168,D,True
242,1992,PENNSYLVANIA,PA,4031005,"CLINTON, BILL","BUSH, GEORGE H.W.",2239164,1791841,2239164,1791841,223662,D,23,538,370,168,D,True
243,1992,RHODE ISLAND,RI,344900,"CLINTON, BILL","BUSH, GEORGE H.W.",213299,131601,213299,131601,40850,D,4,538,370,168,D,True
244,1992,SOUTH CAROLINA,SC,1103021,"CLINTON, BILL","BUSH, GEORGE H.W.",525514,577507,577507,525514,25997,R,8,538,370,168,D,False
245,1992,SOUTH DAKOTA,SD,261606,"CLINTON, BILL","BUSH, GEORGE H.W.",124888,136718,136718,124888,5916,R,3,538,370,168,D,False
246,1992,TENNESSEE,TN,1774821,"CLINTON, BILL","BUSH, GEORGE H.W.",933521,841300,933521,841300,46111,D,11,538,370,168,D,True
247,1992,TEXAS,TX,4777886,"CLINTON, BILL","BUSH, GEORGE H.W.",2281815,2496071,2496071,2281815,107129,R,32,538,370,168,D,False
248,1992,UTAH,UT,506061,"CLINTON, BILL","BUSH, GEORGE H.W.",183429,322632,322632,183429,69602,R,5,538,370,168,D,False
249,1992,VERMONT,VT,221714,"CLINTON, BILL","BUSH, GEORGE H.W.",133592,88122,133592,88122,22736,D,3,538,370,168,D,True
250,1992,VIRGINIA,VA,2189167,"CLINTON, BILL","BUSH, GEORGE H.W.",1038650,1150517,1150517,1038650,55934,R,13,538,370,168,D,False
251,1992,WASHINGTON,WA,1724271,"CLINTON, BILL","BUSH, GEORGE H.W.",993037,731234,993037,731234,130902,D,11,538,370,168,D,True
252,1992,WEST VIRGINIA,WV,572975,"CLINTON, BILL","BUSH, GEORGE H.W.",331001,241974,331001,241974,44514,D,5,538,370,168,D,True
253,1992,WISCONSIN,WI,1971921,"CLINTON, BILL","BUSH, GEORGE H.W.",1041066,930855,1041066,930855,55106,D,11,538,370,168,D,True
254,1992,WYOMING,WY,147507,"CLINTON, BILL","BUSH, GEORGE H.W.",68160,79347,79347,68160,5594,R,3,538,370,168,D,False
255,1996,ALABAMA,AL,1431209,"CLINTON, BILL","DOLE, ROBERT",662165,769044,769044,662165,53440,R,9,538,379,159,D,False
256,1996,ALASKA,AK,203126,"CLINTON, BILL","DOLE, ROBERT",80380,122746,122746,80380,21184,R,3,538,379,159,D,False
257,1996,ARIZONA,AZ,1275361,"CLINTON, BILL","DOLE, ROBERT",653288,622073,653288,622073,15608,D,8,538,379,159,D,True
258,1996,ARKANSAS,AR,800587,"CLINTON, BILL","DOLE, ROBERT",475171,325416,475171,325416,74878,D,6,538,379,159,D,True
259,1996,CALIFORNIA,CA,8948216,"CLINTON, BILL","DOLE, ROBERT",5119835,3828381,5119835,3828381,645728,D,54,538,379,159,D,True
260,1996,COLORADO,CO,1363000,"CLINTON, BILL","DOLE, ROBERT",671152,691848,691848,671152,10349,R,8,538,379,159,D,False
261,1996,CONNECTICUT,CT,1218849,"CLINTON, BILL","DOLE, ROBERT",735740,483109,735740,483109,126316,D,8,538,379,159,D,True
262,1996,DELAWARE,DE,239417,"CLINTON, BILL","DOLE, ROBERT",140355,99062,140355,99062,20647,D,3,538,379,159,D,True
263,1996,D.C.,DC,175559,"CLINTON, BILL","DOLE, ROBERT",158220,17339,158220,17339,70441,D,3,538,379,159,D,True
264,1996,FLORIDA,FL,4791406,"CLINTON, BILL","DOLE, ROBERT",2546870,2244536,2546870,2244536,151168,D,25,538,379,159,D,True
265,1996,GEORGIA,GA,2134692,"CLINTON, BILL","DOLE, ROBERT",1053849,1080843,1080843,1053849,13498,R,13,538,379,159,D,False
266,1996,HAWAII,HI,318955,"CLINTON, BILL","DOLE, ROBERT",205012,113943,205012,113943,45535,D,4,538,379,159,D,True
267,1996,IDAHO,ID,422038,"CLINTON, BILL","DOLE, ROBERT",165443,256595,256595,165443,45577,R,4,538,379,159,D,False
268,1996,ILLINOIS,IL,3928765,"CLINTON, BILL","DOLE, ROBERT",2341744,1587021,2341744,1587021,377362,D,22,538,379,159,D,True
269,1996,INDIANA,IN,1894117,"CLINTON, BILL","DOLE, ROBERT",887424,1006693,1006693,887424,59635,R,12,538,379,159,D,False
270,1996,IOWA,IA,1112902,"CLINTON, BILL","DOLE, ROBERT",620258,492644,620258,492644,63808,D,7,538,379,159,D,True
271,1996,KANSAS,KS,970904,"CLINTON, BILL","DOLE, ROBERT",387659,583245,583245,387659,97794,R,6,538,379,159,D,False
272,1996,KENTUCKY,KY,1259897,"CLINTON, BILL","DOLE, ROBERT",636614,623283,636614,623283,6666,D,8,538,379,159,D,True
273,1996,LOUISIANA,LA,1640423,"CLINTON, BILL","DOLE, ROBERT",927837,712586,927837,712586,107626,D,9,538,379,159,D,True
274,1996,MAINE,ME,499166,"CLINTON, BILL","DOLE, ROBERT",312788,186378,312788,186378,63206,D,4,538,379,159,D,True
275,1996,MARYLAND,MD,1647737,"CLINTON, BILL","DOLE, ROBERT",966207,681530,966207,681530,142339,D,10,538,379,159,D,True
276,1996,MASSACHUSETTS,MA,2289567,"CLINTON, BILL","DOLE, ROBERT",1571509,718058,1571509,718058,426726,D,12,538,379,159,D,True
277,1996,MICHIGAN,MI,3470865,"CLINTON, BILL","DOLE, ROBERT",1989653,1481212,1989653,1481212,254221,D,18,538,379,159,D,True
278,1996,MINNESOTA,MN,1886775,"CLINTON, BILL","DOLE, ROBERT",1120380,766395,1120380,766395,176993,D,10,538,379,159,D,True
279,1996,MISSISSIPPI,MS,833860,"CLINTON, BILL","DOLE, ROBERT",394022,439838,439838,394022,22909,R,7,538,379,159,D,False
280,1996,MISSOURI,MO,1915951,"CLINTON, BILL","DOLE, ROBERT",1025935,890016,1025935,890016,67960,D,11,538,379,159,D,True
281,1996,MONTANA,MT,347574,"CLINTON, BILL","DOLE, ROBERT",167922,179652,179652,167922,5866,R,3,538,379,159,D,False
282,1996,NEBRASKA,NE,600228,"CLINTON, BILL","DOLE, ROBERT",236761,363467,363467,236761,63354,R,5,538,379,159,D,False
283,1996,NEVADA,NV,403218,"CLINTON, BILL","DOLE, ROBERT",203974,199244,203974,199244,2366,D,4,538,379,159,D,True
284,1996,NEW HAMPSHIRE,NH,442652,"CLINTON, BILL","DOLE, ROBERT",246166,196486,246166,196486,24841,D,4,538,379,159,D,True
285,1996,NEW JERSEY,NJ,2755460,"CLINTON, BILL","DOLE, ROBERT",1652361,1103099,1652361,1103099,274632,D,15,538,379,159,D,True
286,1996,NEW MEXICO,NM,506246,"CLINTON, BILL","DOLE, ROBERT",273495,232751,273495,232751,20373,D,5,538,379,159,D,True
287,1996,NEW YORK,NY,5388337,"CLINTON, BILL","DOLE, ROBERT",3649630,1738707,3649630,1738707,955462,D,33,538,379,159,D,True
288,1996,NORTH CAROLINA,NC,2333787,"CLINTON, BILL","DOLE, ROBERT",1107849,1225938,1225938,1107849,59045,R,14,538,379,159,D,False
289,1996,NORTH DAKOTA,ND,231955,"CLINTON, BILL","DOLE, ROBERT",106905,125050,125050,106905,9073,R,3,538,379,159,D,False
290,1996,OHIO,OH,4008105,"CLINTON, BILL","DOLE, ROBERT",2148222,1859883,2148222,1859883,144170,D,21,538,379,159,D,True
291,1996,OKLAHOMA,OK,1070420,"CLINTON, BILL","DOLE, ROBERT",488105,582315,582315,488105,47106,R,8,538,379,159,D,False
292,1996,OREGON,OR,1187793,"CLINTON, BILL","DOLE, ROBERT",649641,538152,649641,538152,55745,D,7,538,379,159,D,True
293,1996,PENNSYLVANIA,PA,4016988,"CLINTON, BILL","DOLE, ROBERT",2215819,1801169,2215819,1801169,207326,D,23,538,379,159,D,True
294,1996,RHODE ISLAND,RI,337733,"CLINTON, BILL","DOLE, ROBERT",233050,104683,233050,104683,64184,D,4,538,379,159,D,True
295,1996,SOUTH CAROLINA,SC,1079491,"CLINTON, BILL","DOLE, ROBERT",506152,573339,573339,506152,33594,R,8,538,379,159,D,False
296,1996,SOUTH DAKOTA,SD,289876,"CLINTON, BILL","DOLE, ROBERT",139333,150543,150543,139333,5606,R,3,538,379,159,D,False
297,1996,TENNESSEE,TN,1772676,"CLINTON, BILL","DOLE, ROBERT",909146,863530,909146,863530,22809,D,11,538,379,159,D,True
298,1996,TEXAS,TX,5195850,"CLINTON, BILL","DOLE, ROBERT",2459683,2736167,2736167,2459683,138243,R,32,538,379,159,D,False
299,1996,UTAH,UT,583544,"CLINTON, BILL","DOLE, ROBERT",221633,361911,361911,221633,70140,R,5,538,379,159,D,False
300,1996,VERMONT,VT,218246,"CLINTON, BILL","DOLE, ROBERT",137894,80352,137894,80352,28772,D,3,538,379,159,D,True
301,1996,VIRGINIA,VA,2229410,"CLINTON, BILL","DOLE, ROBERT",1091060,1138350,1138350,1091060,23646,R,13,538,379,159,D,False
302,1996,WASHINGTON,WA,1964035,"CLINTON, BILL","DOLE, ROBERT",1123323,840712,1123323,840712,141306,D,11,538,379,159,D,True
303,1996,WEST VIRGINIA,WV,561758,"CLINTON, BILL","DOLE, ROBERT",327812,233946,327812,233946,46934,D,5,538,379,159,D,True
304,1996,WISCONSIN,WI,1917000,"CLINTON, BILL","DOLE, ROBERT",1071971,845029,1071971,845029,113472,D,11,538,379,159,D,True
305,1996,WYOMING,WY,183322,"CLINTON, BILL","DOLE, ROBERT",77934,105388,105388,77934,13728,R,3,538,379,159,D,False
306,2000,ALABAMA,AL,1633784,"GORE, AL","BUSH, GEORGE W.",692611,941173,941173,692611,124282,R,9,538,267,271,R,True
307,2000,ALASKA,AK,246402,"GORE, AL","BUSH, GEORGE W.",79004,167398,167398,79004,44198,R,3,538,267,271,R,True
308,2000,ARIZONA,AZ,1466993,"GORE, AL","BUSH, GEORGE W.",685341,781652,781652,685341,48156,R,8,538,267,271,R,True
309,2000,ARKANSAS,AR,895708,"GORE, AL","BUSH, GEORGE W.",422768,472940,472940,422768,25087,R,6,538,267,271,R,True
310,2000,CALIFORNIA,CA,10428632,"GORE, AL","BUSH, GEORGE W.",5861203,4567429,5861203,4567429,646888,D,54,538,267,271,R,False
311,2000,COLORADO,CO,1621975,"GORE, AL","BUSH, GEORGE W.",738227,883748,883748,738227,72761,R,8,538,267,271,R,True
312,2000,CONNECTICUT,CT,1377109,"GORE, AL","BUSH, GEORGE W.",816015,561094,816015,561094,127461,D,8,538,267,271,R,False
313,2000,DELAWARE,DE,317356,"GORE, AL","BUSH, GEORGE W.",180068,137288,180068,137288,21391,D,3,538,267,271,R,False
314,2000,D.C.,DC,189996,"GORE, AL","BUSH, GEORGE W.",171923,18073,171923,18073,76926,D,3,538,267,271,R,False
315,2000,FLORIDA,FL,5825043,"GORE, AL","BUSH, GEORGE W.",2912253,2912790,2912790,2912253,269,R,25,538,267,271,R,True
316,2000,GEORGIA,GA,2535950,"GORE, AL","BUSH, GEORGE W.",1116230,1419720,1419720,1116230,151746,R,13,538,267,271,R,True
317,2000,HAWAII,HI,343131,"GORE, AL","BUSH, GEORGE W.",205286,137845,205286,137845,33721,D,4,538,267,271,R,False
318,2000,IDAHO,ID,475574,"GORE, AL","BUSH, GEORGE W.",138637,336937,336937,138637,99151,R,4,538,267,271,R,True
319,2000,ILLINOIS,IL,4608447,"GORE, AL","BUSH, GEORGE W.",2589026,2019421,2589026,2019421,284803,D,22,538,267,271,R,False
320,2000,INDIANA,IN,2147816,"GORE, AL","BUSH, GEORGE W.",901980,1245836,1245836,901980,171929,R,12,538,267,271,R,True
321,2000,IOWA,IA,1272890,"GORE, AL","BUSH, GEORGE W.",638517,634373,638517,634373,2073,D,7,538,267,271,R,False
322,2000,KANSAS,KS,1021608,"GORE, AL","BUSH, GEORGE W.",399276,622332,622332,399276,111529,R,6,538,267,271,R,True
323,2000,KENTUCKY,KY,1511443,"GORE, AL","BUSH, GEORGE W.",638923,872520,872520,638923,116799,R,8,538,267,271,R,True
324,2000,LOUISIANA,LA,1720215,"GORE, AL","BUSH, GEORGE W.",792344,927871,927871,792344,67764,R,9,538,267,271,R,True
325,2000,MAINE,ME,606567,"GORE, AL","BUSH, GEORGE W.",319951,286616,319951,286616,16668,D,4,538,267,271,R,False
326,2000,MARYLAND,MD,1957835,"GORE, AL","BUSH, GEORGE W.",1144008,813827,1144008,813827,165091,D,10,538,267,271,R,False
327,2000,MASSACHUSETTS,MA,2494989,"GORE, AL","BUSH, GEORGE W.",1616487,878502,1616487,878502,368993,D,12,538,267,271,R,False
328,2000,MICHIGAN,MI,4123557,"GORE, AL","BUSH, GEORGE W.",2170418,1953139,2170418,1953139,108640,D,18,538,267,271,R,False
329,2000,MINNESOTA,MN,2277925,"GORE, AL","BUSH, GEORGE W.",1168266,1109659,1168266,1109659,29304,D,10,538,267,271,R,False
330,2000,MISSISSIPPI,MS,977458,"GORE, AL","BUSH, GEORGE W.",404614,572844,572844,404614,84116,R,7,538,267,271,R,True
331,2000,MISSOURI,MO,2301062,"GORE, AL","BUSH, GEORGE W.",1111138,1189924,1189924,1111138,39394,R,11,538,267,271,R,True
332,2000,MONTANA,MT,377304,"GORE, AL","BUSH, GEORGE W.",137126,240178,240178,137126,51527,R,3,538,267,271,R,True
333,2000,NEBRASKA,NE,665642,"GORE, AL","BUSH, GEORGE W.",231780,433862,433862,231780,101042,R,5,538,267,271,R,True
334,2000,NEVADA,NV,581553,"GORE, AL","BUSH, GEORGE W.",279978,301575,301575,279978,10799,R,4,538,267,271,R,True
335,2000,NEW HAMPSHIRE,NH,539907,"GORE, AL","BUSH, GEORGE W.",266348,273559,273559,266348,3606,R,4,538,267,271,R,True
336,2000,NEW JERSEY,NJ,3073023,"GORE, AL","BUSH, GEORGE W.",1788850,1284173,1788850,1284173,252339,D,15,538,267,271,R,False
337,2000,NEW MEXICO,NM,573200,"GORE, AL","BUSH, GEORGE W.",286783,286417,286783,286417,184,D,5,538,267,271,R,False
338,2000,NEW YORK,NY,6200792,"GORE, AL","BUSH, GEORGE W.",3942215,2258577,3942215,2258577,841820,D,33,538,267,271,R,False
339,2000,NORTH CAROLINA,NC,2888855,"GORE, AL","BUSH, GEORGE W.",1257692,1631163,1631163,1257692,186736,R,14,538,267,271,R,True
340,2000,NORTH DAKOTA,ND,270136,"GORE, AL","BUSH, GEORGE W.",95284,174852,174852,95284,39785,R,3,538,267,271,R,True
341,2000,OHIO,OH,4533991,"GORE, AL","BUSH, GEORGE W.",2183628,2350363,2350363,2183628,83368,R,21,538,267,271,R,True
342,2000,OKLAHOMA,OK,1218613,"GORE, AL","BUSH, GEORGE W.",474276,744337,744337,474276,135031,R,8,538,267,271,R,True
343,2000,OREGON,OR,1433919,"GORE, AL","BUSH, GEORGE W.",720342,713577,720342,713577,3383,D,7,538,267,271,R,False
344,2000,PENNSYLVANIA,PA,4767094,"GORE, AL","BUSH, GEORGE W.",2485967,2281127,2485967,2281127,102421,D,23,538,267,271,R,False
345,2000,RHODE ISLAND,RI,380063,"GORE, AL","BUSH, GEORGE W.",249508,130555,249508,130555,59477,D,4,538,267,271,R,False
346,2000,SOUTH CAROLINA,SC,1352929,"GORE, AL","BUSH, GEORGE W.",566037,786892,786892,566037,110428,R,8,538,267,271,R,True
347,2000,SOUTH DAKOTA,SD,309504,"GORE, AL","BUSH, GEORGE W.",118804,190700,190700,118804,35949,R,3,538,267,271,R,True
348,2000,TENNESSEE,TN,2043669,"GORE, AL","BUSH, GEORGE W.",981720,1061949,1061949,981720,40115,R,11,538,267,271,R,True
349,2000,TEXAS,TX,6233385,"GORE, AL","BUSH, GEORGE W.",2433746,3799639,3799639,2433746,682947,R,32,538,267,271,R,True
350,2000,UTAH,UT,718149,"GORE, AL","BUSH, GEORGE W.",203053,515096,515096,203053,156022,R,5,538,267,271,R,True
351,2000,VERMONT,VT,268797,"GORE, AL","BUSH, GEORGE W.",149022,119775,149022,119775,14624,D,3,538,267,271,R,False
352,2000,VIRGINIA,VA,2654780,"GORE, AL","BUSH, GEORGE W.",1217290,1437490,1437490,1217290,110101,R,13,538,267,271,R,True
353,2000,WASHINGTON,WA,2356516,"GORE, AL","BUSH, GEORGE W.",1247652,1108864,1247652,1108864,69395,D,11,538,267,271,R,False
354,2000,WEST VIRGINIA,WV,631972,"GORE, AL","BUSH, GEORGE W.",295497,336475,336475,295497,20490,R,5,538,267,271,R,True
355,2000,WISCONSIN,WI,2480266,"GORE, AL","BUSH, GEORGE W.",1242987,1237279,1242987,1237279,2855,D,11,538,267,271,R,False
356,2000,WYOMING,WY,208428,"GORE, AL","BUSH, GEORGE W.",60481,147947,147947,60481,43734,R,3,538,267,271,R,True
357,2004,ALABAMA,AL,1870327,"KERRY, JOHN","BUSH, GEORGE W.",693933,1176394,1176394,693933,241231,R,9,538,252,286,R,True
358,2004,ALASKA,AK,301914,"KERRY, JOHN","BUSH, GEORGE W.",111025,190889,190889,111025,39933,R,3,538,252,286,R,True
359,2004,ARIZONA,AZ,1997818,"KERRY, JOHN","BUSH, GEORGE W.",893524,1104294,1104294,893524,105386,R,10,538,252,286,R,True
360,2004,ARKANSAS,AR,1042851,"KERRY, JOHN","BUSH, GEORGE W.",469953,572898,572898,469953,51473,R,6,538,252,286,R,True
361,2004,CALIFORNIA,CA,12255311,"KERRY, JOHN","BUSH, GEORGE W.",6745485,5509826,6745485,5509826,617830,D,55,538,252,286,R,False
362,2004,COLORADO,CO,2102987,"KERRY, JOHN","BUSH, GEORGE W.",1001732,1101255,1101255,1001732,49762,R,9,538,252,286,R,True
363,2004,CONNECTICUT,CT,1551314,"KERRY, JOHN","BUSH, GEORGE W.",857488,693826,857488,693826,81832,D,7,538,252,286,R,False
364,2004,DELAWARE,DE,371812,"KERRY, JOHN","BUSH, GEORGE W.",200152,171660,200152,171660,14247,D,3,538,252,286,R,False
365,2004,D.C.,DC,224226,"KERRY, JOHN","BUSH, GEORGE W.",202970,21256,202970,21256,90858,D,3,538,252,286,R,False
366,2004,FLORIDA,FL,7548066,"KERRY, JOHN","BUSH, GEORGE W.",3583544,3964522,3964522,3583544,190490,R,27,538,252,286,R,True
367,2004,GEORGIA,GA,3280403,"KERRY, JOHN","BUSH, GEORGE W.",1366149,1914254,1914254,1366149,274053,R,15,538,252,286,R,True
368,2004,HAWAII,HI,425899,"KERRY, JOHN","BUSH, GEORGE W.",231708,194191,231708,194191,18759,D,4,538,252,286,R,False
369,2004,IDAHO,ID,590333,"KERRY, JOHN","BUSH, GEORGE W.",181098,409235,409235,181098,114069,R,4,538,252,286,R,True
370,2004,ILLINOIS,IL,5237496,"KERRY, JOHN","BUSH, GEORGE W.",2891550,2345946,2891550,2345946,272803,D,21,538,252,286,R,False
